Date,Station,Location,Latitude,Longitude,Weather,Cause,Accident_type,Ship_num,Total_people,Rescued_people,Injured_people,Dead_people,Missed_people,Vessel_type,Tons,Seasons,Month,Hour
2018/09/12 7:49,동해,영해,37.33972222,129.4825,양호,정비불량,기관이상,1,3,3,0,0,0,어선,9.16,가을,9,7
2018/09/12 8:10,속초,영해,38,128.7666667,양호,운항부주의,충돌,2,4,4,0,0,0,어선,2.99,가을,9,8
2018/09/12 8:49,평택,영해,37.15972222,126.5836111,양호,정비불량,추진기이상,1,1,1,0,0,0,고무보트,0.2,가을,9,8
2018/09/12 9:17,인천,영해-EEZ,37.3,125.65,양호,기타,작업 중 인명사상,1,1,1,0,0,0,어선,69,가을,9,9
2018/09/12 9:41,보령,영해,36.11944444,126.4125,양호,정비불량,운항저해,1,2,2,0,0,0,모터보트,0.25,가을,9,9
2018/09/12 10:42,부안,영해,35.61666667,126.2633333,양호,정비불량,추진기이상,1,6,6,0,0,0,모터보트,1.1,가을,9,10
2018/09/12 11:14,통영,항계 내,34.83611111,128.4202778,양호,정비불량,기관이상,1,1,1,0,0,0,어선,3.81,가을,9,11
2018/09/12 11:46,동해,영해,37.66694444,129.2436111,양호,운항부주의,추진기이상,1,8,8,0,0,0,어선,51,가을,9,11
2018/09/12 16:15,태안,영해-EEZ,36.56666667,125.75,양호,운항부주의,부유물감김,1,5,5,0,0,0,어선,41,가을,9,16
2018/09/12 17:31,목포,영해,34.7175,126.2172222,양호,정비불량,기관이상,1,2,2,0,0,0,어선,2.92,가을,9,17
2018/09/12 20:21,완도,영해,34.42277778,126.7625,양호,운항부주의,충돌,2,6,4,2,0,0,어선,7.93,가을,9,20
2018/09/13 2:49,제주,영해,33.78333333,126.85,황천5급,정비불량,기관이상,1,4,4,0,0,0,예부선,65,가을,9,2
2018/09/13 3:42,부산,영해,34.85,129,양호,정비불량,키손상,1,3,3,0,0,0,어선,4.99,가을,9,3
2018/09/13 7:44,인천,항계 내,37.45305556,126.6116667,양호,관리소홀,침수,1,0,0,0,0,0,예부선,116,가을,9,7
2018/09/13 8:54,부안,영해,35.59166667,126.4583333,양호,정비불량,추진기이상,1,4,4,0,0,0,모터보트,2.34,가을,9,8
2018/09/13 10:30,태안,영해,36.47527778,126.2583333,양호,운항부주의,충돌,2,3,3,0,0,0,어선,1.92,가을,9,10
2018/09/13 10:36,통영,영해,34.47833333,128.0727778,저시정,기상악화,표류,1,2,2,0,0,0,모터보트,0.7,가을,9,10
2018/09/13 10:52,동해,영해,37.65,129.05,양호,정비불량,기관이상,1,2,2,0,0,0,어선,1.5,가을,9,10
2018/09/13 15:24,통영,영해,34.63916667,128.5583333,양호,정비불량,기관이상,1,2,2,0,0,0,어선,2.99,가을,9,15
2018/09/13 19:45,완도,영해,34.25,126.5833333,양호,관리소홀,기관이상,1,2,2,0,0,0,어선,5.85,가을,9,19
2018/09/13 21:03,완도,영해,34.26666667,127.0833333,양호,정비불량,운항저해,1,3,3,0,0,0,어선,7.93,가을,9,21
2018/09/14 6:47,동해,영해,37.25,131.9,양호,정비불량,키손상,1,5,5,0,0,0,어선,9.77,가을,9,6
2018/09/14 6:57,제주,영해-EEZ,32.45,125.4166667,양호,기타,작업 중 인명사상,1,1,1,0,0,0,어선,89,가을,9,6
2018/09/14 7:15,군산,항계 내,35.8,126.4333333,양호,관리소홀,침수,1,0,0,0,0,0,어선,2.08,가을,9,7
2018/09/14 8:05,목포,영해,33.53333333,124.85,양호,정비불량,기관이상,1,6,6,0,0,0,어선,20,가을,9,8
2018/09/14 9:17,보령,영해,36.3075,126.4983333,양호,정비불량,운항저해,1,5,5,0,0,0,모터보트,1.67,가을,9,9
2018/09/14 13:30,평택,항계 내,37.19027778,126.6494444,양호,정비불량,기관이상,1,5,5,0,0,0,요트,4,가을,9,13
2018/09/14 15:00,평택,항계 내,37.0525,126.4113889,양호,정비불량,추진기이상,1,5,5,0,0,0,모터보트,0.9,가을,9,15
2018/09/14 16:43,울산,영해,35.35,129.5,양호,정비불량,기관이상,1,4,4,0,0,0,어선,536,가을,9,16
2018/09/14 19:15,목포,영해,33.95,125.5166667,양호,정비불량,기관이상,1,9,9,0,0,0,어선,9.77,가을,9,19
2018/09/14 20:57,울산,항계 내,35.44833333,129.4519444,양호,운항부주의,충돌,2,23,23,0,0,0,유조선,7375,가을,9,20
2018/09/14 21:53,제주,영해,33.53888889,126.5194444,양호,정비불량,기관이상,1,1,1,0,0,0,어선,2.54,가을,9,21
2018/09/15 0:03,인천,협수로,37.6025,126.2672222,양호,기타,침수,1,3,3,0,0,0,어선,7.93,가을,9,0
2018/09/15 1:49,완도,영해,34.3425,127.1044444,양호,정비불량,기관이상,1,21,21,0,0,0,낚시어선,9.77,가을,9,1
2018/09/15 3:02,여수,항계 내,34.75361111,127.7561111,양호,정비불량,침몰,1,1,1,0,0,0,예부선,21,가을,9,3
2018/09/15 5:30,포항,영해-EEZ,35.66666667,131.7833333,양호,정비불량,기관이상,1,5,5,0,0,0,어선,29,가을,9,5
2018/09/15 6:18,평택,항계 내,37.02305556,126.4325,양호,정비불량,기관이상,1,3,3,0,0,0,어선,7.93,가을,9,6
2018/09/15 8:09,인천,영해,37.22361111,126.4913889,양호,운항부주의,부유물감김,1,16,16,0,0,0,낚시어선,6.67,가을,9,8
2018/09/15 9:23,서귀포,영해-EEZ,32.86666667,127.5333333,양호,정비불량,기관이상,1,10,10,0,0,0,어선,69,가을,9,9
2018/09/15 9:30,서귀포,EEZ-30마일 이내,31.85,124.9166667,양호,운항부주의,부유물감김,1,14,14,0,0,0,어선,139,가을,9,9
2018/09/15 9:41,목포,영해,35.05,125.9666667,양호,기타,작업 중 인명사상,1,2,1,1,0,0,어선,9.77,가을,9,9
2018/09/15 10:14,통영,영해,34.56638889,128.1897222,양호,기상악화,키손상,1,4,4,0,0,0,모터보트,1.2,가을,9,10
2018/09/15 12:10,제주,영해,33.57111111,126.795,양호,정비불량,추진기이상,1,7,7,0,0,0,모터보트,3.61,가을,9,12
2018/09/15 12:49,통영,영해,34.73222222,128.4352778,양호,정비불량,운항저해,1,1,1,0,0,0,어선,2.99,가을,9,12
2018/09/15 15:09,통영,영해,34.80888889,128.4558333,양호,정비불량,기관이상,1,27,27,0,0,0,유도선,29,가을,9,15
2018/09/15 15:10,부산,항계 내,35.07722222,129.0030556,양호,관리소홀,해양오염,1,0,0,0,0,0,어선,1593,가을,9,15
2018/09/15 15:12,보령,영해,36.335,126.4191667,양호,정비불량,추진기이상,1,9,9,0,0,0,모터보트,2.55,가을,9,15
2018/09/15 15:37,여수,항계 내,34.62055556,127.6283333,양호,운항부주의,기관이상,1,2,2,0,0,0,어선,1.5,가을,9,15
2018/09/15 16:45,부안,영해,35.63,126.47,양호,정비불량,추진기이상,1,6,6,0,0,0,모터보트,1.6,가을,9,16
2018/09/15 19:03,부산,항계 내,35.03333333,128.95,양호,운항부주의,좌초,1,2,2,0,0,0,고무보트,1.5,가을,9,19
2018/09/15 19:27,통영,영해,34.83333333,128.2666667,양호,정비불량,침수,1,3,3,0,0,0,어선,2.86,가을,9,19
2018/09/15 21:08,창원,영해,35.02222222,128.665,양호,정비불량,추진기이상,1,2,2,0,0,0,어선,2.39,가을,9,21
2018/09/16 5:57,동해,영해-EEZ,37.51666667,131.55,양호,관리소홀,운항저해,1,3,3,0,0,0,어선,9.77,가을,9,5
2018/09/16 7:00,평택,항계 내,37.16027778,126.5841667,양호,운항부주의,부유물감김,1,5,5,0,0,0,모터보트,2.72,가을,9,7
2018/09/16 8:35,제주,영해-EEZ,32.46666667,124.5,양호,정비불량,기관이상,1,12,12,0,0,0,어선,79,가을,9,8
2018/09/16 9:00,평택,항계 내,37.14888889,126.5255556,양호,정비불량,추진기이상,1,4,4,0,0,0,모터보트,2.1,가을,9,9
2018/09/16 9:10,보령,영해,36.51333333,126.4386111,양호,정비불량,추진기이상,1,4,4,0,0,0,모터보트,0.85,가을,9,9
2018/09/16 11:46,통영,영해,34.87222222,128.3097222,양호,연료고갈,운항저해,1,5,5,0,0,0,낚시어선,1.92,가을,9,11
2018/09/16 11:55,포항,영해,36.05,129.3833333,양호,기타,운항저해,1,1,1,0,0,0,모터보트,2.6,가을,9,11
2018/09/16 12:15,속초,영해,37.89944444,128.8727778,양호,기타,작업 중 인명사상,1,2,1,1,0,0,어선,23,가을,9,12
2018/09/16 12:30,창원,영해,35.06166667,128.6625,양호,정비불량,기관이상,1,3,3,0,0,0,모터보트,1.09,가을,9,12
2018/09/16 12:31,군산,영해,36.01666667,126.5333333,양호,운항부주의,부유물감김,1,4,4,0,0,0,모터보트,1,가을,9,12
2018/09/16 12:46,창원,항계 내,35.13222222,128.6930556,양호,정비불량,기관이상,1,3,3,0,0,0,모터보트,1.25,가을,9,12
2018/09/16 12:55,부산,영해,35.05666667,129.0994444,양호,운항부주의,부유물감김,1,1,1,0,0,0,모터보트,1.7,가을,9,12
2018/09/16 17:34,평택,항계 내,37.09277778,126.4641667,양호,운항부주의,부유물감김,1,22,22,0,0,0,낚시어선,9.77,가을,9,17
2018/09/16 23:45,부산,영해,34.64861111,128.9413889,양호,정비불량,추진기이상,1,3,3,0,0,0,어선,4.99,가을,9,23
2018/09/17 8:46,보령,영해,36.42083333,126.4911111,양호,정비불량,추진기이상,1,6,6,0,0,0,모터보트,3,가을,9,8
2018/09/17 9:30,속초,영해,38.55,128.75,양호,정비불량,기관이상,1,1,1,0,0,0,어선,1.58,가을,9,9
2018/09/17 10:18,군산,항계 내,35.96666667,126.4833333,양호,정비불량,추진기이상,1,2,2,0,0,0,모터보트,0.4,가을,9,10
2018/09/17 14:02,동해,영해,37.30888889,129.4202778,양호,정비불량,키손상,1,6,6,0,0,0,어선,4.13,가을,9,14
2018/09/17 17:05,포항,항계 내,35.98777778,129.5533333,양호,기타,해양오염,1,0,0,0,0,0,어선,9.77,가을,9,17
2018/09/17 19:13,포항,항계 내,36.03333333,129.3833333,양호,정비불량,기관이상,1,3,3,0,0,0,요트,4.9,가을,9,19
2018/09/17 22:19,제주,영해-EEZ,32.38333333,124.0333333,양호,기타,작업 중 인명사상,1,1,1,0,0,0,어선,139,가을,9,22
2018/09/18 8:00,여수,항계 내,34.58833333,127.75,양호,관리소홀,침수,1,0,0,0,0,0,모터보트,0.79,가을,9,8
2018/09/18 9:12,포항,영해-EEZ,35.68333333,129.7166667,양호,정비불량,기관이상,1,4,4,0,0,0,어선,9.77,가을,9,9
2018/09/18 11:09,창원,영해,34.98611111,128.7269444,양호,정비불량,기관이상,1,2,2,0,0,0,어선,2.93,가을,9,11
2018/09/18 16:26,제주,영해,33.51888889,126.525,양호,정비불량,운항저해,1,3,3,0,0,0,모터보트,0.64,가을,9,16
2018/09/18 17:52,평택,항계 내,37.03333333,126.0833333,양호,정비불량,추진기이상,1,2,2,0,0,0,모터보트,3.2,가을,9,17
2018/09/18 22:51,목포,영해,34.18388889,125.0680556,양호,정비불량,기관이상,1,11,11,0,0,0,어선,40,가을,9,22
2018/09/19 2:45,군산,영해-EEZ,35.60194444,124.6027778,양호,화기취급부주의,화재,1,8,8,0,0,0,어선,159,가을,9,2
2018/09/19 3:44,군산,영해,35.74972222,126.0583333,양호,기타,작업 중 인명사상,1,9,0,9,0,1,어선,15,가을,9,3
2018/09/19 4:24,울산,영해,35.13,129.2569444,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,4.99,가을,9,4
2018/09/19 4:58,통영,영해,34.67805556,128.4386111,양호,운항부주의,충돌,2,13,13,0,0,0,유조선,549,가을,9,4
2018/09/19 8:38,본청,영해-EEZ,36.46666667,130.1666667,양호,정비불량,기관이상,1,5,5,0,0,0,어선,29,가을,9,8
2018/09/19 9:13,보령,영해,36.53472222,126.465,양호,정비불량,추진기이상,1,2,2,0,0,0,고무보트,0.2,가을,9,9
2018/09/19 9:40,인천,항계 내,37.35722222,126.51,양호,운항부주의,부유물감김,1,19,19,0,0,0,낚시어선,8.55,가을,9,9
2018/09/19 11:49,본청,영해-EEZ,36.38333333,129.9,양호,정비불량,기관이상,1,6,6,0,0,0,어선,43,가을,9,11
2018/09/19 12:28,여수,항계 내,34.39888889,127.4797222,양호,정비불량,기관이상,1,1,1,0,0,0,모터보트,0.58,가을,9,12
2018/09/19 13:24,창원,영해,35.01027778,128.7791667,양호,정비불량,기관이상,1,3,3,0,0,0,어선,3,가을,9,13
2018/09/19 13:28,인천,협수로,37.25194444,126.5041667,양호,정비불량,추진기이상,1,4,4,0,0,0,관공선,12,가을,9,13
2018/09/19 15:05,군산,영해,35.83972222,126.4730556,양호,정비불량,추진기이상,1,3,3,0,0,0,모터보트,1,가을,9,15
2018/09/20 0:39,군산,영해,35.81666667,126.4666667,양호,운항부주의,충돌,2,10,5,5,0,0,어선,7.93,가을,9,0
2018/09/20 5:06,부안,영해,35.545,126.4416667,양호,운항부주의,좌초,1,5,5,0,0,0,어선,13,가을,9,5
2018/09/20 5:19,완도,영해,34.05861111,126.4502778,양호,운항부주의,부유물감김,1,7,7,0,0,0,어선,34,가을,9,5
2018/09/20 8:58,제주,항계 내,33.41666667,126.2625,양호,화기취급부주의,화재,1,0,0,0,0,0,어선,7.31,가을,9,8
2018/09/20 9:00,완도,영해,34.19805556,127.1872222,양호,정비불량,기관이상,1,2,2,0,0,0,어선,4.99,가을,9,9
2018/09/20 9:08,포항,영해-EEZ,35.68333333,129.95,양호,기타,작업 중 인명사상,1,1,0,0,1,0,어선,9.77,가을,9,9
2018/09/20 9:56,통영,영해,34.83694444,128.42,양호,운항부주의,좌초,1,2,2,0,0,0,어선,9.16,가을,9,9
2018/09/20 11:25,통영,영해,34.64166667,128.3455556,양호,정비불량,키손상,1,2,2,0,0,0,어선,4.36,가을,9,11
2018/09/20 13:15,울산,항계 내,35.61527778,129.4552778,양호,운항부주의,좌초,1,4,4,0,0,0,예부선,101,가을,9,13
2018/09/20 15:15,통영,영해,34.93,128.0466667,양호,운항부주의,좌초,1,2,2,0,0,0,어선,2.53,가을,9,15
2018/09/20 16:12,완도,영해,34.20333333,126.4969444,양호,정비불량,기관이상,1,1,1,0,0,0,어선,1,가을,9,16
2018/09/20 18:42,보령,영해,36.3175,126.4869444,양호,정비불량,운항저해,1,3,3,0,0,0,모터보트,1.5,가을,9,18
2018/09/20 20:45,본청,영해,36.33333333,129.5333333,양호,정비불량,기관이상,1,2,2,0,0,0,어선,9.77,가을,9,20
2018/09/20 22:18,창원,영해,35.81305556,128.7422222,양호,정비불량,키손상,1,12,12,0,0,0,낚시어선,4.99,가을,9,22
2018/09/20 22:30,목포,영해,35.1,125.8,양호,정비불량,기관이상,1,9,9,0,0,0,어선,29,가을,9,22
2018/09/20 22:33,목포,영해,34.93333333,125.8666667,양호,기타,작업 중 인명사상,1,2,1,1,0,0,어선,14,가을,9,22
2018/09/21 0:00,제주,영해-EEZ,32.48333333,124.1666667,양호,운항부주의,부유물감김,1,11,11,0,0,0,어선,45,가을,9,0
2018/09/21 6:58,제주,항계 내,33.54638889,126.6611111,양호,관리소홀,침수,1,0,0,0,0,0,어선,6.08,가을,9,6
2018/09/21 7:30,인천,항계 내,37.41916667,126.5688889,양호,정비불량,기관이상,1,13,13,0,0,0,낚시어선,8.55,가을,9,7
2018/09/21 7:55,포항,영해,35.68333333,129.5333333,황천5급,정비불량,기관이상,1,2,2,0,0,0,어선,7.93,가을,9,7
2018/09/21 9:46,통영,영해,34.9575,127.9463889,양호,정비불량,기관이상,1,1,1,0,0,0,모터보트,2.62,가을,9,9
2018/09/21 10:35,목포,영해,34.80055556,125.2180556,양호,정비불량,기관이상,1,20,20,0,0,0,낚시어선,9.77,가을,9,10
2018/09/21 10:43,부산,영해,35.15305556,129.1327778,양호,연료고갈,운항저해,1,4,4,0,0,0,모터보트,2.17,가을,9,10
2018/09/21 14:08,군산,항계 내,35.96666667,126.5666667,양호,화기취급부주의,화재,1,14,14,0,0,0,화물선,10490,가을,9,14
2018/09/21 16:29,완도,영해,34.2975,126.8397222,양호,연료고갈,운항저해,1,3,3,0,0,0,어선,0.77,가을,9,16
2018/09/21 17:30,본청,영해,36.72277778,129.6569444,양호,정비불량,추진기이상,1,14,14,0,0,0,어선,93,가을,9,17
2018/09/21 18:29,여수,항계 내,34.7,127.7169444,양호,운항부주의,좌초,1,2,2,0,0,0,어선,4.99,가을,9,18
2018/09/22 0:00,속초,항계 내,38.2,128.6,양호,정비불량,기관이상,1,1,1,0,0,0,어선,1.87,가을,9,0
2018/09/22 7:25,울산,영해,35.22388889,129.2397222,양호,운항부주의,좌초,1,2,2,0,0,0,어선,1.9,가을,9,7
2018/09/22 8:51,인천,협수로,37.32555556,126.2708333,양호,정비불량,기관이상,1,9,9,0,0,0,낚시어선,3,가을,9,8
2018/09/22 11:46,창원,영해,35.02361111,128.7377778,양호,정비불량,기관이상,1,12,12,0,0,0,낚시어선,4.97,가을,9,11
2018/09/22 12:00,동해,영해-EEZ,39.35,134.2166667,양호,정비불량,추진기이상,1,6,6,0,0,0,어선,52,가을,9,12
2018/09/22 12:26,인천,협수로,37.4375,126.3586111,양호,연료고갈,운항저해,1,4,4,0,0,0,모터보트,0.4,가을,9,12
2018/09/22 13:18,부산,영해,34.86666667,128.95,양호,관리소홀,운항저해,1,4,4,0,0,0,모터보트,1.3,가을,9,13
2018/09/22 13:37,창원,영해,34.88583333,128.7486111,양호,정비불량,기관이상,1,1,1,0,0,0,어선,2.38,가을,9,13
2018/09/22 14:09,인천,항계 내,37.31611111,126.6052778,양호,운항부주의,운항저해,1,1,1,0,0,0,모터보트,4.9,가을,9,14
2018/09/22 14:52,보령,영해,36.29527778,126.3472222,양호,정비불량,운항저해,1,5,5,0,0,0,모터보트,0.7,가을,9,14
2018/09/22 15:44,태안,영해,36.57611111,126.3022222,양호,연료고갈,운항저해,1,5,5,0,0,0,모터보트,1.38,가을,9,15
2018/09/22 15:50,보령,영해,36.58138889,126.3627778,양호,정비불량,추진기이상,1,1,1,0,0,0,고무보트,0.2,가을,9,15
2018/09/23 3:56,목포,영해,34.7,126.35,양호,관리소홀,기관이상,1,22,22,0,0,0,낚시어선,9.77,가을,9,3
2018/09/23 4:43,목포,영해,34.73333333,126.3333333,양호,정비불량,기관이상,1,1,1,0,0,0,어선,0.76,가을,9,4
2018/09/23 6:00,목포,영해,35.13333333,126.1666667,양호,운항부주의,충돌,2,4,4,0,0,0,예부선,69.5,가을,9,6
2018/09/23 7:52,제주,영해,33.40888889,126.2511111,양호,운항부주의,좌초,1,10,10,0,0,0,어선,39,가을,9,7
2018/09/23 8:37,인천,항계 내,37.35833333,126.5136111,양호,운항부주의,좌초,1,24,24,0,0,0,유도선,11,가을,9,8
2018/09/23 9:38,창원,영해,34.98694444,128.7288889,양호,정비불량,기관이상,1,7,7,0,0,0,낚시어선,5.21,가을,9,9
2018/09/23 10:24,태안,영해,36.67138889,126.1452778,양호,정비불량,기관이상,1,2,2,0,0,0,어선,2.99,가을,9,10
2018/09/23 10:49,울산,항계 내,35.6225,129.4547222,양호,정비불량,기관이상,1,1,1,0,0,0,모터보트,0.67,가을,9,10
2018/09/23 14:46,인천,영해-EEZ,37.20194444,125.7913889,양호,정비불량,기관이상,1,5,5,0,0,0,어선,5.85,가을,9,14
2018/09/23 16:23,인천,협수로,37.24166667,126.5097222,양호,정비불량,기관이상,1,3,3,0,0,0,어선,1.88,가을,9,16
2018/09/23 16:30,인천,영해,37.39527778,126.15,양호,연료고갈,운항저해,1,3,3,0,0,0,어선,7.93,가을,9,16
2018/09/23 17:00,평택,항계 내,37.14194444,126.5658333,양호,정비불량,추진기이상,1,2,2,0,0,0,모터보트,0.6,가을,9,17
2018/09/23 17:37,인천,협수로,37.22361111,126.4863889,양호,운항부주의,부유물감김,1,39,39,0,0,0,유도선,20,가을,9,17
2018/09/23 18:14,창원,항계 내,35.06638889,128.7744444,양호,관리소홀,화재,1,0,0,0,0,0,예부선,988,가을,9,18
2018/09/24 4:00,완도,영해,34.25833333,126.585,양호,관리소홀,해양오염,1,0,0,0,0,0,예부선,155,가을,9,4
2018/09/24 8:11,여수,항계 내,34.71083333,127.8219444,양호,정비불량,기관이상,1,2,2,0,0,0,어선,1.64,가을,9,8
2018/09/24 13:24,통영,영해,34.94416667,127.9669444,양호,정비불량,기관이상,1,2,2,0,0,0,어선,0.88,가을,9,13
2018/09/24 22:23,완도,영해,34.395,127.0422222,양호,정비불량,운항저해,1,1,1,0,0,0,어선,2,가을,9,22
2018/09/25 7:40,평택,항계 내,37.03027778,126.6627778,양호,정비불량,추진기이상,1,4,4,0,0,0,모터보트,0.2,가을,9,7
2018/09/25 8:58,인천,협수로,37.20722222,126.3194444,양호,운항부주의,부유물감김,1,22,22,0,0,0,유도선,9.77,가을,9,8
2018/09/25 9:37,군산,협수로,35.85,126.3166667,양호,정비불량,추진기이상,1,4,4,0,0,0,모터보트,1.7,가을,9,9
2018/09/25 10:28,보령,영해,36.2975,126.5177778,양호,기타,침수,1,4,4,0,0,0,어선,1,가을,9,10
2018/09/25 13:07,창원,영해,35.01972222,128.7422222,양호,정비불량,기관이상,1,6,6,0,0,0,모터보트,1.2,가을,9,13
2018/09/25 13:32,인천,영해,37.27833333,126.1269444,양호,관리소홀,운항저해,1,4,4,0,0,0,모터보트,1,가을,9,13
2018/09/25 16:00,완도,영해,34.41666667,126.8666667,양호,정비불량,기관이상,1,1,1,0,0,0,어선,0.93,가을,9,16
2018/09/26 1:19,목포,항계 내,34.76666667,126.4166667,양호,정비불량,기관이상,1,8,8,0,0,0,낚시어선,2.99,가을,9,1
2018/09/26 6:51,군산,영해,35.89166667,126.2,양호,정비불량,추진기이상,1,4,4,0,0,0,모터보트,1,가을,9,6
2018/09/26 9:20,보령,영해,36.42583333,126.4897222,양호,정비불량,기관이상,1,7,7,0,0,0,낚시어선,3.28,가을,9,9
2018/09/26 11:16,통영,영해,34.8325,128.3144444,양호,정비불량,기관이상,1,2,2,0,0,0,어선,1.51,가을,9,11
2018/09/26 11:56,군산,항계 내,35.93333333,126.5166667,양호,정비불량,침몰,1,5,5,0,0,0,모터보트,2.15,가을,9,11
2018/09/26 12:42,군산,영해,35.81666667,126.3666667,양호,연료고갈,운항저해,1,2,2,0,0,0,고무보트,1,가을,9,12
2018/09/26 12:44,군산,항계 내,35.95,126.5,양호,운항부주의,부유물감김,1,1,1,0,0,0,모터보트,1,가을,9,12
2018/09/26 13:10,인천,항계 내,37.23111111,126.4913889,양호,연료고갈,운항저해,1,2,2,0,0,0,모터보트,0.3,가을,9,13
2018/09/26 13:20,군산,영해,35.83333333,126.4666667,양호,정비불량,추진기이상,1,2,2,0,0,0,모터보트,0.6,가을,9,13
2018/09/27 10:40,동해,영해-EEZ,39.51666667,133.7333333,양호,정비불량,기관이상,1,7,7,0,0,0,어선,70,가을,9,10
2018/09/27 12:47,통영,영해,34.91666667,128.0525,양호,운항부주의,좌초,1,1,1,0,0,0,어선,4.79,가을,9,12
2018/09/27 16:15,통영,영해,34.79027778,128.4730556,양호,운항부주의,좌초,1,5,5,0,0,0,낚시어선,4.99,가을,9,16
2018/09/27 17:42,목포,영해,34.70277778,125.4638889,양호,정비불량,기관이상,1,2,2,0,0,0,모터보트,1.03,가을,9,17
2018/09/27 17:57,본청,영해,36.29194444,129.4627778,양호,정비불량,키손상,1,10,10,0,0,0,어선,69,가을,9,17
2018/09/27 20:53,부안,영해,35.70666667,126.2133333,양호,정비불량,추진기이상,1,2,2,0,0,0,어선,2.99,가을,9,20
2018/09/28 5:04,여수,영해,34.51777778,127.0566667,양호,운항부주의,충돌,2,5,5,0,0,0,어선,6.57,가을,9,5
2018/09/28 5:10,통영,영해,34.92611111,128.1025,양호,운항부주의,좌초,1,2,2,0,0,0,어선,4.12,가을,9,5
2018/09/28 6:20,여수,영해,34.38333333,127.1666667,양호,정비불량,기관이상,1,1,1,0,0,0,어선,9.77,가을,9,6
2018/09/28 8:38,통영,영해,34.92166667,128.0766667,양호,정비불량,기관이상,1,1,1,0,0,0,어선,2.99,가을,9,8
2018/09/28 9:55,인천,협수로,37.32444444,126.2425,양호,운항부주의,부유물감김,1,3,3,0,0,0,모터보트,2,가을,9,9
2018/09/28 13:15,목포,영해,34.91666667,126.2,양호,정비불량,기관이상,1,12,12,0,0,0,어선,39,가을,9,13
2018/09/28 15:12,부산,항계 내,35.07611111,129.0027778,양호,관리소홀,해양오염,1,0,0,0,0,0,어선,888,가을,9,15
2018/09/28 17:09,창원,영해,35.05472222,128.5894444,양호,연료고갈,운항저해,1,2,2,0,0,0,어선,1.88,가을,9,17
2018/09/29 3:16,인천,항계 내,37.4375,126.3252778,양호,운항부주의,부유물감김,1,4,4,0,0,0,어선,7.93,가을,9,3
2018/09/29 4:00,완도,영해,34.37805556,126.6280556,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,2.44,가을,9,4
2018/09/29 6:35,보령,영해,36.34388889,126.375,양호,정비불량,기관이상,1,12,12,0,0,0,낚시어선,4.99,가을,9,6
2018/09/29 6:58,목포,영해,34.91666667,126.3,양호,정비불량,기관이상,1,1,1,0,0,0,어선,1.99,가을,9,6
2018/09/29 8:00,서귀포,항계 내,33.23888889,126.5619444,양호,관리소홀,침수,1,0,0,0,0,0,어선,29,가을,9,8
2018/09/29 9:16,군산,항계 내,35.95,126.4666667,양호,정비불량,추진기이상,1,3,3,0,0,0,모터보트,1,가을,9,9
2018/09/29 11:25,동해,영해,37.23333333,129.35,양호,정비불량,기관이상,1,1,1,0,0,0,어선,1.38,가을,9,11
2018/09/29 11:47,부안,영해,35.55,126.0866667,양호,정비불량,기관이상,1,2,2,0,0,0,어선,2.33,가을,9,11
2018/09/29 14:24,평택,항계 내,36.95027778,126.8275,양호,정비불량,기관이상,1,10,10,0,0,0,낚시어선,4.2,가을,9,14
2018/09/29 14:28,군산,영해,35.85,126.15,양호,정비불량,추진기이상,1,3,3,0,0,0,모터보트,0.67,가을,9,14
2018/09/29 17:10,목포,영해-EEZ,33.57777778,124.8861111,양호,운항부주의,충돌,2,33,31,2,0,0,화물선,58947,가을,9,17
2018/09/29 18:20,동해,영해-EEZ,38.20694444,130.1672222,양호,운항부주의,부유물감김,1,11,11,0,0,0,어선,58,가을,9,18
2018/09/30 9:19,여수,영해,34.62694444,127.1719444,양호,정비불량,기관이상,1,2,2,0,0,0,어선,0.66,가을,9,9
2018/09/30 9:26,통영,영해,34.56194444,128.1816667,풍랑경보,정비불량,기관이상,1,1,1,0,0,0,어선,2.29,가을,9,9
2018/09/30 9:42,태안,영해,36.85,126.3166667,양호,연료고갈,운항저해,1,4,4,0,0,0,모터보트,0.9,가을,9,9
2018/09/30 19:00,제주,영해,33.95,126.4333333,황천4급,화기취급부주의,화재,1,13,13,0,0,0,어선,85,가을,9,19
2018/10/01 0:44,인천,항계 내,37.36944444,126.5563889,양호,관리소홀,화재,1,1,1,0,0,0,예부선,2604,가을,10,0
2018/10/01 11:55,통영,영해,34.85972222,128.3352778,양호,정비불량,기관이상,1,2,2,0,0,0,어선,3.95,가을,10,11
2018/10/02 7:17,목포,영해,34.28333333,126.1833333,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,4.94,가을,10,7
2018/10/02 11:11,보령,영해,36.4,126.4666667,양호,정비불량,기관이상,1,4,4,0,0,0,모터보트,1.9,가을,10,11
2018/10/02 14:23,보령,영해,36.5,126.4333333,양호,정비불량,침수,1,10,10,0,0,0,낚시어선,6.5,가을,10,14
2018/10/02 15:44,완도,영해,34.37083333,126.6283333,양호,기타,작업 중 인명사상,1,1,0,0,1,0,어선,1.09,가을,10,15
2018/10/02 15:50,동해,영해-EEZ,37.31666667,130.65,양호,정비불량,추진기이상,1,6,6,0,0,0,어선,40,가을,10,15
