Date,Station,Location,Latitude,Longitude,Weather,Cause,Accident_type,Ship_num,Total_people,Rescued_people,Injured_people,Dead_people,Missed_people,Vessel_type,Tons,Seasons,Month,Hour
2014/12/01 20:31,제주,항계 내,33.53194444,126.5888889,풍랑경보,관리소홀,침수,1,0,0,0,0,0,모터보트,1,겨울,12,20
2014/12/02 4:42,여수,항계 내,34.77583333,127.3916667,풍랑주의보,화기취급부주의,화재,7,0,0,0,0,0,어선,1.59,겨울,12,4
2014/12/02 8:40,평택,협수로,37.03638889,126.5575,양호,기상악화,침몰,1,0,0,0,0,0,어선,4.92,겨울,12,8
2014/12/02 16:40,서귀포,공해,30.13333333,125.5166667,풍랑주의보,운항부주의,기관이상,1,10,10,0,0,0,어선,29,겨울,12,16
2014/12/03 7:56,목포,영해,33.8,125.3833333,양호,정비불량,기관이상,1,10,10,0,0,0,어선,16,겨울,12,7
2014/12/03 9:38,목포,항계 내,34.78611111,126.4283333,황천5급,관리소홀,부유물감김,1,0,0,0,0,0,어선,5,겨울,12,9
2014/12/03 14:00,목포,협수로,34.6,125.8666667,양호,운항부주의,충돌,1,5,5,0,0,0,어선,9.77,겨울,12,14
2014/12/03 17:25,여수,항계 내,34.58333333,127.7333333,양호,운항부주의,충돌,2,5,5,0,0,0,어선,9.77,겨울,12,17
2014/12/04 7:00,서귀포,영해-EEZ,33.41666667,127.2666667,황천5급,정비불량,기관이상,1,4,4,0,0,0,어선,9.77,겨울,12,7
2014/12/04 7:45,인천,영해,37.4,125.7333333,풍랑주의보,정비불량,기관이상,1,6,6,0,0,0,어선,9.77,겨울,12,7
2014/12/04 9:19,통영,협수로,34.87055556,128.4675,양호,운항부주의,좌초,1,1,1,0,0,0,어선,3.01,겨울,12,9
2014/12/04 14:47,포항,영해,35.76666667,129.7333333,양호,정비불량,기관이상,1,4,4,0,0,0,어선,7.93,겨울,12,14
2014/12/04 21:00,부산,항계 내,35.1575,129.1913889,양호,운항부주의,표류,1,2,2,0,0,0,모터보트,3,겨울,12,21
2014/12/05 10:37,포항,영해-EEZ,35.81666667,129.85,풍랑주의보,기타,화재,1,10,10,0,0,0,어선,74,겨울,12,10
2014/12/05 12:56,여수,영해,34.44777778,127.3177778,양호,운항부주의,좌초,1,2,2,0,0,0,예부선,14,겨울,12,12
2014/12/05 21:30,포항,영해-EEZ,36.41694444,129.9158333,풍랑주의보,기타,운항저해,1,5,5,0,0,0,어선,6.37,겨울,12,21
2014/12/06 6:27,인천,협수로,37.35,126.4333333,황천5급,정비불량,기관이상,1,3,3,0,0,0,어선,7.93,겨울,12,6
2014/12/06 7:03,서귀포,항계 내,33.2275,126.3075,황천5급,관리소홀,침수,1,0,0,0,0,0,어선,3.51,겨울,12,7
2014/12/06 8:20,목포,항계 내,34.37777778,126.1402778,양호,관리소홀,침수,1,0,0,0,0,0,어선,1.53,겨울,12,8
2014/12/06 21:40,울산,항계 내,35.46972222,129.3575,양호,기타,화재,4,0,0,0,0,0,어선,3,겨울,12,21
2014/12/07 11:20,울산,항계 내,35.50944444,129.3902778,양호,정비불량,키손상,1,4,4,0,0,0,어선,3.71,겨울,12,11
2014/12/08 2:20,목포,협수로,34.945,126.3033333,양호,운항부주의,작업 중 인명사상,1,0,0,0,0,1,어선,0.71,겨울,12,2
2014/12/08 3:20,포항,영해,36.0625,129.5752778,양호,운항부주의,좌초,1,9,9,0,0,0,어선,45,겨울,12,3
2014/12/08 5:50,제주,영해-EEZ,33.35,125.4666667,황천5급,운항부주의,부유물감김,1,13,13,0,0,0,어선,29,겨울,12,5
2014/12/08 5:50,제주,영해,33.7,126.4666667,황천5급,운항부주의,부유물감김,1,8,8,0,0,0,어선,29,겨울,12,5
2014/12/08 7:00,완도,영해,34.14888889,126.7461111,양호,운항부주의,좌초,1,4,4,0,0,0,어선,5.4,겨울,12,7
2014/12/08 8:12,보령,협수로,36.36083333,126.3738889,양호,정비불량,침수,1,2,1,1,0,0,어선,4.73,겨울,12,8
2014/12/08 14:06,제주,항계 내,33.55833333,126.7388889,황천5급,운항부주의,좌초,1,1,1,0,0,0,예부선,720,겨울,12,14
2014/12/09 9:02,완도,영해,34.08333333,126.4833333,양호,운항부주의,충돌,2,19,19,0,0,0,화물선,9522,겨울,12,9
2014/12/09 11:13,포항,영해,35.67666667,129.8175,황천5급,정비불량,기관이상,1,6,6,0,0,0,어선,11,겨울,12,11
2014/12/09 15:02,평택,협수로,37.05722222,126.6380556,양호,정비불량,운항저해,1,1,1,0,0,0,어선,2.98,겨울,12,15
2014/12/09 15:48,통영,영해,34.78888889,128.35,양호,운항부주의,기관이상,1,2,1,1,0,0,어선,4.2,겨울,12,15
2014/12/10 2:26,울산,영해,35.53333333,130.0833333,양호,정비불량,기관이상,1,12,12,0,0,0,어선,55,겨울,12,2
2014/12/10 5:40,제주,영해-EEZ,33.66666667,125.4,양호,운항부주의,부유물감김,1,10,10,0,0,0,어선,9.77,겨울,12,5
2014/12/10 14:45,동해,영해,37.61833333,129.1402778,양호,기타,기관이상,1,2,2,0,0,0,고무보트,1.94,겨울,12,14
2014/12/10 17:36,목포,항계 내,34.78583333,126.3908333,풍랑주의보,관리소홀,화재,1,0,0,0,0,0,어선,7.93,겨울,12,17
2014/12/11 1:40,서귀포,영해,33.33333333,126.8833333,양호,운항부주의,충돌,2,22,22,0,0,0,관공선,885,겨울,12,1
2014/12/11 8:00,통영,협수로,34.83388889,128.2227778,양호,운항부주의,좌초,1,2,1,1,0,0,어선,1.96,겨울,12,8
2014/12/11 9:30,제주,영해-EEZ,32.5,124.5,풍랑주의보,화기취급부주의,화재,1,2,2,0,0,5,어선,56,겨울,12,9
2014/12/11 11:05,통영,협수로,34.64166667,128.2838889,양호,정비불량,화재,1,1,1,0,0,0,어선,1.99,겨울,12,11
2014/12/11 12:00,포항,영해,35.70944444,129.7022222,양호,정비불량,기관이상,1,2,2,0,0,0,어선,7.93,겨울,12,12
2014/12/11 14:16,군산,영해,35.86,126.4327778,황천5급,기상악화,침수,1,9,9,0,0,0,예부선,792,겨울,12,14
2014/12/12 5:00,포항,항계 내,36.07444444,129.4788889,양호,정비불량,기관이상,1,5,5,0,0,0,어선,7.93,겨울,12,5
2014/12/12 7:10,완도,항계 내,34.37444444,127.0244444,양호,기타,작업 중 인명사상,1,1,0,0,1,0,어선,1.85,겨울,12,7
2014/12/12 16:50,통영,영해,34.93972222,128.3225,양호,화기취급부주의,화재,1,1,1,0,0,0,어선,1.42,겨울,12,16
2014/12/12 23:00,서귀포,영해-EEZ,33.21666667,127.4666667,풍랑주의보,정비불량,키손상,1,9,9,0,0,0,어선,29,겨울,12,23
2014/12/13 10:30,포항,항계 내,36.35861111,129.385,양호,관리소홀,침수,1,0,0,0,0,0,어선,0.82,겨울,12,10
2014/12/13 21:00,서귀포,영해-EEZ,32.73333333,126.85,풍랑주의보,정비불량,키손상,1,9,9,0,0,0,어선,48,겨울,12,21
2014/12/14 8:50,통영,영해,34.70027778,128.7647222,양호,기타,기관이상,1,11,11,0,0,0,낚시어선,5.72,겨울,12,8
2014/12/14 9:00,목포,항계 내,34.57361111,126.3066667,양호,관리소홀,전복,1,0,0,0,0,0,어선,0.75,겨울,12,9
2014/12/14 11:26,창원,항계 내,35.18833333,128.5661111,양호,운항부주의,충돌,1,1,1,0,0,0,예부선,368,겨울,12,11
2014/12/14 11:27,여수,영해,34.57833333,127.8052778,양호,정비불량,추진기이상,1,5,5,0,0,0,모터보트,3.3,겨울,12,11
2014/12/14 17:00,포항,영해,35.92472222,129.7052778,황천5급,기타,화재,1,5,5,0,0,0,어선,5.85,겨울,12,17
2014/12/14 17:20,창원,영해,35.03527778,128.7605556,양호,정비불량,기관이상,1,4,4,0,0,0,모터보트,1.5,겨울,12,17
2014/12/15 8:34,여수,영해,34.62583333,127.1769444,양호,관리소홀,침수,1,2,2,0,0,0,어선,2.99,겨울,12,8
2014/12/15 9:37,부산,영해,34.92805556,128.9827778,양호,운항부주의,표류,1,1,1,0,0,0,어선,2.17,겨울,12,9
2014/12/16 7:00,평택,협수로,37.02666667,126.5708333,양호,운항부주의,좌초,1,0,0,0,0,0,어선,9.77,겨울,12,7
2014/12/16 10:05,목포,영해,34.03333333,125.1166667,풍랑경보,기타,작업 중 인명사상,1,17,17,0,0,0,어선,100,겨울,12,10
2014/12/16 12:25,창원,영해,35.01944444,128.6388889,풍랑주의보,기상악화,표류,1,2,2,0,0,0,화물선,3525,겨울,12,12
2014/12/16 13:30,제주,영해,33.9,126.3666667,풍랑주의보,운항부주의,부유물감김,1,4,4,0,0,0,어선,7.93,겨울,12,13
2014/12/16 23:07,목포,영해,33.98333333,125.1333333,풍랑주의보,기타,작업 중 인명사상,1,16,16,0,0,0,어선,150,겨울,12,23
2014/12/17 13:15,완도,영해,34.05,126.6333333,황천5급,운항부주의,충돌,2,0,0,0,0,0,유조선,1259,겨울,12,13
2014/12/17 15:00,평택,항계 내,36.92944444,126.8080556,양호,관리소홀,전복,1,0,0,0,0,0,어선,2.07,겨울,12,15
2014/12/18 1:26,서귀포,영해,33.00638889,126.3463889,풍랑주의보,정비불량,침수,1,10,10,0,0,0,어선,29,겨울,12,1
2014/12/18 11:05,여수,영해,33.50833333,127.9694444,양호,기타,작업 중 인명사상,1,20,20,0,0,1,화물선,19801,겨울,12,11
2014/12/18 19:00,서귀포,공해,28,123.75,양호,정비불량,기관이상,1,10,10,0,0,0,어선,29,겨울,12,19
2014/12/18 21:00,제주,영해-EEZ,33.2,125.1833333,황천5급,운항부주의,운항저해,1,11,11,0,0,0,어선,76,겨울,12,21
2014/12/19 10:07,완도,영해,34.10027778,126.5222222,양호,기타,작업 중 인명사상,1,3,1,1,1,0,어선,6.67,겨울,12,10
2014/12/20 6:12,제주,영해,33.46111111,126.2166667,황천5급,기타,작업 중 인명사상,1,8,7,0,1,0,어선,85,겨울,12,6
2014/12/20 13:03,통영,영해,34.84972222,128.3372222,양호,정비불량,기관이상,1,1,1,0,0,0,어선,2.95,겨울,12,13
2014/12/20 14:18,완도,영해,34.38722222,126.7177778,양호,관리소홀,키손상,1,1,1,0,0,0,유도선,7.31,겨울,12,14
2014/12/20 15:34,부산,항계 내,35.01944444,129.0233333,양호,연료고갈,표류,1,2,2,0,0,0,어선,2.99,겨울,12,15
2014/12/20 20:00,제주,영해,33.7,126.05,황천3급,운항부주의,부유물감김,1,11,11,0,0,0,어선,20,겨울,12,20
2014/12/21 5:00,목포,영해,34.05,125.1258333,풍랑주의보,운항부주의,충돌,1,15,15,0,0,0,어선,51,겨울,12,5
2014/12/21 15:10,여수,영해,34.6275,127.8088889,양호,기타,기관이상,1,2,2,0,0,0,낚시어선,1.61,겨울,12,15
2014/12/21 20:08,포항,EEZ-30마일 이내,36.55,130.4833333,황천4급,정비불량,기관이상,1,14,14,0,0,0,어선,29,겨울,12,20
2014/12/21 20:28,여수,영해,34.04027778,130.3763889,양호,기상악화,표류,1,4,4,0,0,0,유도선,72.95,겨울,12,20
2014/12/22 0:40,부산,영해-EEZ,34.78527778,129.1311111,황천5급,정비불량,기관이상,1,6,6,0,0,0,어선,29,겨울,12,0
2014/12/22 4:27,서귀포,항계 내,33.22666667,126.4769444,양호,운항부주의,좌초,1,2,2,0,0,0,어선,6.21,겨울,12,4
2014/12/22 9:33,창원,항계 내,35.05944444,128.7938889,양호,기타,전복,1,1,0,0,1,0,어선,1,겨울,12,9
2014/12/22 14:05,울산,영해-EEZ,35.61666667,129.7833333,풍랑주의보,기타,작업 중 인명사상,1,1,0,0,1,0,화물선,28160,겨울,12,14
2014/12/22 22:30,목포,영해,33.88333333,125.2166667,황천4급,기타,작업 중 인명사상,1,8,7,1,0,0,어선,233,겨울,12,22
2014/12/23 4:14,창원,항계 내,35.01555556,128.8355556,양호,운항부주의,기관이상,1,6,6,0,0,0,낚시어선,4.91,겨울,12,4
2014/12/23 5:00,목포,영해,33.96666667,125.2833333,저시정,관리소홀,작업 중 인명사상,1,26,25,1,0,0,어선,129,겨울,12,5
2014/12/23 5:40,평택,영해,37.05,125.6666667,양호,운항부주의,충돌,2,25,25,0,0,0,화물선,8574,겨울,12,5
2014/12/23 8:00,제주,영해,33.7,126.3666667,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,8.55,겨울,12,8
2014/12/23 16:06,포항,항계 내,36.1,129.535,양호,기타,운항저해,1,1,1,0,0,0,요트,5.08,겨울,12,16
2014/12/24 9:00,서귀포,외국해역,27.66666667,123.1666667,양호,기타,작업 중 인명사상,1,1,1,0,0,0,어선,29,겨울,12,9
2014/12/24 10:00,제주,영해,33.82222222,126.325,양호,정비불량,추진기이상,1,2,2,0,0,0,어선,5.78,겨울,12,10
2014/12/24 10:30,서귀포,항계 내,33.28333333,126.7166667,양호,관리소홀,침수,1,0,0,0,0,0,모터보트,0.5,겨울,12,10
2014/12/24 15:20,통영,영해,34.80888889,128.7380556,양호,정비불량,기관이상,1,70,70,0,0,0,유도선,29,겨울,12,15
2014/12/24 17:19,제주,영해,33.55,125.9333333,황천5급,정비불량,기관이상,1,13,13,0,0,0,어선,24,겨울,12,17
2014/12/24 23:20,울산,영해-EEZ,35.35,130.1333333,양호,정비불량,기관이상,1,9,9,0,0,0,어선,29,겨울,12,23
2014/12/25 4:36,제주,영해,33.75,126.2333333,황천5급,운항부주의,부유물감김,1,12,12,0,0,0,어선,29,겨울,12,4
2014/12/25 11:46,부산,항계 내,35.11666667,129.2666667,황천5급,기상악화,전복,1,1,1,0,0,0,어선,1.55,겨울,12,11
2014/12/25 19:40,부산,항계 내,35.15805556,129.1986111,양호,운항부주의,추진기이상,1,6,6,0,0,0,낚시어선,2.99,겨울,12,19
2014/12/26 7:00,완도,영해,34.375,126.8055556,양호,정비불량,키손상,1,1,1,0,0,0,어선,0.66,겨울,12,7
2014/12/27 2:40,포항,영해-EEZ,36.31666667,129.8166667,양호,기타,키손상,1,4,4,0,0,0,어선,7.93,겨울,12,2
2014/12/27 8:25,목포,항계 내,34.75777778,126.3525,양호,기타,화재,1,3,3,0,0,0,어선,12,겨울,12,8
2014/12/27 15:00,여수,영해,34.31666667,127.3666667,양호,관리소홀,운항저해,1,1,1,0,0,0,어선,7.31,겨울,12,15
2014/12/27 15:55,평택,협수로,37.12111111,126.4577778,양호,정비불량,기관이상,1,2,2,0,0,0,모터보트,1,겨울,12,15
2014/12/27 20:49,여수,항계 내,34.96333333,127.7655556,양호,기타,작업 중 인명사상,1,2,0,1,1,0,화물선,33.02,겨울,12,20
2014/12/27 21:30,목포,영해,34.13333333,125.1166667,양호,운항부주의,좌초,1,8,8,0,0,0,어선,24,겨울,12,21
2014/12/28 0:21,부산,영해,34.95638889,129.0122222,양호,운항부주의,충돌,2,32,32,0,0,0,화물선,21611,겨울,12,0
2014/12/28 2:30,창원,항계 내,35.14166667,128.6727778,양호,관리소홀,침수,1,0,0,0,0,0,어선,3.59,겨울,12,2
2014/12/28 11:04,인천,영해,37.36666667,126.0397222,양호,기타,운항저해,1,100,100,0,0,0,여객선,573,겨울,12,11
2014/12/29 5:50,태안,영해,36.48333333,125.7833333,양호,기타,운항저해,1,22,22,0,0,0,낚시어선,9.77,겨울,12,5
2014/12/29 7:40,속초,영해,38.17444444,128.6463889,양호,운항부주의,충돌,2,3,3,0,0,0,어선,3.51,겨울,12,7
2014/12/29 13:50,포항,영해,35.97333333,129.6466667,양호,운항부주의,충돌,2,16,16,0,0,0,화물선,1496,겨울,12,13
2014/12/29 19:25,여수,영해,34.16666667,127.5333333,양호,기타,기관이상,1,9,9,0,0,0,화물선,878,겨울,12,19
2014/12/30 1:54,여수,영해,34.06916667,127.6097222,양호,정비불량,기관이상,1,3,3,0,0,0,어선,9.77,겨울,12,1
2014/12/30 4:00,울산,영해-EEZ,35.15,129.55,양호,운항부주의,추진기이상,1,3,3,0,0,0,어선,9.77,겨울,12,4
2014/12/30 4:40,동해,영해,37.33388889,132.0072222,황천5급,기타,화재,1,6,4,0,2,4,어선,29,겨울,12,4
2014/12/30 10:39,통영,영해,34.71083333,128.5477778,양호,운항부주의,전복,1,1,1,0,0,0,어선,1.31,겨울,12,10
2014/12/30 16:53,제주,항계 내,33.525,126.5611111,양호,관리소홀,침수,1,0,0,0,0,0,모터보트,2.1,겨울,12,16
2014/12/30 17:50,포항,영해-EEZ,36.82166667,129.775,양호,정비불량,추진기이상,1,4,4,0,0,0,어선,7.93,겨울,12,17
2014/12/30 20:30,군산,영해,35.81666667,126.35,양호,운항부주의,부유물감김,1,3,3,0,0,0,어선,7.93,겨울,12,20
2014/12/31 13:58,완도,영해,34.40916667,126.9544444,황천5급,정비불량,기관이상,1,1,1,0,0,0,어선,1,겨울,12,13
2014/12/31 14:04,창원,항계 내,35.00416667,128.8172222,양호,관리소홀,키손상,1,1,1,0,0,0,낚시어선,2.28,겨울,12,14
2014/12/31 23:20,울산,항계 내,35.45111111,129.5083333,풍랑주의보,운항부주의,충돌,1,20,20,0,0,0,화물선,16316,겨울,12,23
2015/10/30 18:50,동해,영해,37.17472222,132.4202778,양호,정비불량,추진기이상,1,12,12,0,0,0,어선,93,가을,10,18
2015/10/30 19:43,목포,항계 내,35.07861111,126.1372222,양호,운항부주의,부유물감김,1,24,24,0,0,0,여객선,162,가을,10,19
2015/10/31 8:26,서귀포,영해-EEZ,32.83333333,125.9666667,양호,운항부주의,운항저해,1,10,10,0,0,0,어선,79,가을,10,8
2015/10/31 8:40,평택,영해,37.05694444,126.3797222,양호,운항부주의,운항저해,1,2,2,0,0,0,어선,3.51,가을,10,8
2015/10/31 8:43,군산,영해,35.6,126.3819444,양호,정비불량,침수,1,1,1,0,0,0,어선,2.76,가을,10,8
2015/10/31 11:30,목포,항계 내,35.00694444,126.2572222,양호,정비불량,기관이상,1,2,2,0,0,0,모터보트,0.3,가을,10,11
2015/10/31 13:00,보령,영해,36.38333333,126.4333333,양호,운항부주의,부유물감김,1,16,16,0,0,0,낚시어선,9.77,가을,10,13
2015/10/31 13:20,동해,항계 내,37.54138889,129.1358333,양호,정비불량,기관이상,1,2,2,0,0,0,어선,1.89,가을,10,13
2015/10/31 13:57,인천,영해,37.26944444,126.3927778,양호,정비불량,기관이상,1,0,0,0,0,0,낚시어선,11,가을,10,13
2015/10/31 15:00,보령,영해,36.38333333,126.4666667,양호,정비불량,키손상,1,16,16,0,0,0,낚시어선,9.77,가을,10,15
2015/10/31 15:30,군산,항계 내,35.98333333,126.7,양호,관리소홀,침수,1,0,0,0,0,0,예부선,23,가을,10,15
2015/10/31 17:05,평택,협수로,36.98888889,126.7269444,양호,정비불량,기관이상,1,20,20,0,0,0,화물선,133647,가을,10,17
2015/11/01 6:30,서귀포,EEZ-30마일 이내,32.11666667,125.2166667,양호,정비불량,화재,1,7,7,0,0,0,어선,29,가을,11,6
2015/11/01 8:41,여수,영해,34.44722222,127.7791667,저시정,기타,침수,1,2,2,0,0,0,어선,6.11,가을,11,8
2015/11/01 8:43,평택,영해,37.06666667,126.0833333,양호,정비불량,기관이상,1,16,16,0,0,0,낚시어선,9.77,가을,11,8
2015/11/01 8:45,부산,항계 내,35.06555556,129.0094444,양호,화기취급부주의,화재,1,0,0,0,0,0,어선,1773,가을,11,8
2015/11/01 9:47,평택,영해,37.06027778,126.3530556,양호,정비불량,부유물감김,1,3,3,0,0,0,어선,7.31,가을,11,9
2015/11/01 10:40,서귀포,항계 내,33.24305556,126.5730556,양호,관리소홀,해양오염,1,0,0,0,0,0,어선,60,가을,11,10
2015/11/01 10:49,동해,영해,37.18333333,129.5,양호,정비불량,추진기이상,1,4,4,0,0,0,어선,7.93,가을,11,10
2015/11/01 15:24,울산,영해-EEZ,35.48333333,129.9833333,양호,정비불량,키손상,1,5,5,0,0,0,어선,9.77,가을,11,15
2015/11/01 19:57,포항,영해-EEZ,36.25,129.75,양호,정비불량,추진기이상,1,5,5,0,0,0,어선,7.93,가을,11,19
2015/11/01 22:35,평택,영해,36.93333333,125.6666667,양호,운항부주의,충돌,1,3,3,0,0,0,어선,24,가을,11,22
2015/11/02 11:39,인천,영해,37.35,126.5333333,양호,정비불량,침수,1,4,4,0,0,0,어선,5.67,가을,11,11
2015/11/02 13:18,부산,영해,35.95277778,129.0305556,양호,기타,충돌,2,28,28,0,0,0,화물선,5275,가을,11,13
2015/11/02 16:30,목포,영해,34.75,125.4333333,양호,정비불량,기관이상,1,36,36,0,0,0,유도선,29,가을,11,16
2015/11/02 19:27,평택,영해,37.00138889,126.1138889,양호,정비불량,기관이상,1,9,9,0,0,0,화물선,1580,가을,11,19
2015/11/03 1:45,서귀포,항계 내,33.24333333,126.5713889,양호,화기취급부주의,화재,1,0,0,0,0,0,어선,85,가을,11,1
2015/11/03 6:30,동해,영해,37.68777778,132.1247222,양호,운항부주의,부유물감김,1,11,11,0,0,0,어선,29,가을,11,6
2015/11/03 6:55,부산,영해,35.06,129.1452778,양호,운항부주의,충돌,2,23,23,0,0,0,화물선,2901,가을,11,6
2015/11/03 9:10,동해,영해,37.16305556,132.1083333,저시정,운항부주의,부유물감김,1,6,6,0,0,0,어선,9.77,가을,11,9
2015/11/03 9:11,동해,영해,37.28333333,129.45,양호,정비불량,기관이상,1,4,4,0,0,0,어선,2.49,가을,11,9
2015/11/03 9:52,통영,영해,34.68388889,128.0533333,양호,운항부주의,침수,1,4,4,0,0,0,어선,7.93,가을,11,9
2015/11/03 13:47,인천,영해,37.38361111,125.9155556,양호,정비불량,기관이상,1,4,4,0,0,0,어선,7.93,가을,11,13
2015/11/03 17:15,포항,영해-EEZ,36.35,129.8333333,양호,운항부주의,부유물감김,1,5,5,0,0,0,어선,9.77,가을,11,17
2015/11/03 18:08,여수,영해,34.30361111,127.2041667,양호,기타,기관이상,1,4,4,0,0,0,요트,10,가을,11,18
2015/11/04 10:50,동해,영해,37.29555556,129.4808333,양호,기타,추진기이상,1,1,1,0,0,0,어선,1.53,가을,11,10
2015/11/04 11:10,평택,영해,37.09666667,126.4883333,양호,정비불량,기관이상,1,8,8,0,0,0,낚시어선,9.77,가을,11,11
2015/11/04 12:40,완도,항계 내,34.31722222,126.7669444,양호,관리소홀,화재,1,0,0,0,0,0,어선,4.89,가을,11,12
2015/11/04 16:30,목포,영해,34.38333333,125.2166667,양호,정비불량,키손상,1,6,6,0,0,0,어선,9.77,가을,11,16
2015/11/05 3:45,포항,영해,36.21666667,129.55,양호,정비불량,추진기이상,1,2,2,0,0,0,어선,5.38,가을,11,3
2015/11/05 5:54,여수,영해,34.39527778,127.2683333,저시정,기타,충돌,2,4,4,0,0,0,어선,7.93,가을,11,5
2015/11/05 6:10,부산,영해,35.99333333,129.0933333,양호,정비불량,기관이상,1,11,11,0,0,0,낚시어선,4.98,가을,11,6
2015/11/05 7:27,포항,영해-EEZ,36.41666667,129.7166667,양호,정비불량,기관이상,1,5,5,0,0,0,어선,29,가을,11,7
2015/11/05 10:05,목포,항계 내,34.80083333,126.2025,양호,운항부주의,좌초,1,1,1,0,0,0,어선,3.97,가을,11,10
2015/11/05 12:13,여수,영해,34.94166667,127.7405556,양호,정비불량,기관이상,1,2,2,0,0,0,어선,1.31,가을,11,12
2015/11/05 13:55,목포,영해,35.18333333,125.8166667,양호,운항부주의,부유물감김,1,6,6,0,0,0,화물선,575,가을,11,13
2015/11/05 15:02,평택,협수로,35.99361111,126.7455556,양호,정비불량,기관이상,1,8,8,0,0,0,낚시어선,3,가을,11,15
2015/11/05 19:07,여수,영해,34.47138889,127.815,양호,운항부주의,충돌,3,21,21,0,0,0,예부선,1977,가을,11,19
2015/11/05 19:37,통영,영해,34.78333333,128.3861111,양호,운항부주의,운항저해,1,6,6,0,0,0,화물선,61,가을,11,19
2015/11/06 5:12,통영,영해,34.83138889,128.2608333,양호,운항부주의,좌초,1,2,2,0,0,0,어선,4.91,가을,11,5
2015/11/06 6:13,부산,영해,35.145,129.1533333,양호,기타,전복,1,2,2,0,0,0,어선,1.89,가을,11,6
2015/11/07 10:15,평택,협수로,37.03666667,126.5508333,풍랑주의보,기상악화,침수,1,3,3,0,0,0,어선,0.9,가을,11,10
2015/11/08 3:10,동해,영해,38.45,133.1166667,태풍주의보,정비불량,화재,1,12,12,0,0,0,어선,72,가을,11,3
2015/11/08 7:08,통영,영해,34.72611111,128.4238889,양호,정비불량,기관이상,1,2,2,0,0,0,어선,4.4,가을,11,7
2015/11/08 8:42,평택,영해,37.08888889,126.5725,양호,운항부주의,부유물감김,1,17,17,0,0,0,낚시어선,7.93,가을,11,8
2015/11/08 12:48,통영,항계 내,34.84444444,128.4308333,양호,관리소홀,화재,1,0,0,0,0,0,어선,35,가을,11,12
2015/11/08 15:35,완도,항계 내,34.31666667,126.7538889,양호,기타,침수,1,0,0,0,0,0,모터보트,19,가을,11,15
2015/11/08 15:46,목포,영해,34.01666667,125.15,양호,정비불량,기관이상,1,9,9,0,0,0,어선,24,가을,11,15
2015/11/08 16:52,인천,영해,37.11666667,126.2333333,양호,운항부주의,부유물감김,1,12,12,0,0,0,낚시어선,9.77,가을,11,16
2015/11/08 20:31,여수,영해,34.54916667,127.7702778,저시정,운항부주의,추진기이상,1,3,3,0,0,0,어선,4.99,가을,11,20
2015/11/08 21:50,목포,항계 내,35.2,126.1,양호,운항부주의,추진기이상,1,4,4,0,0,0,어선,9.16,가을,11,21
2015/11/09 1:55,부산,영해,35.1025,129.1269444,양호,정비불량,추진기이상,1,3,3,0,0,0,요트,5,가을,11,1
2015/11/09 19:50,목포,영해,33.68333333,125.1833333,풍랑주의보,정비불량,기관이상,1,13,13,0,0,0,어선,40,가을,11,19
2015/11/11 4:40,부산,항계 내,35.10833333,129.0669444,양호,운항부주의,충돌,2,6,6,0,0,0,유조선,125,가을,11,4
2015/11/11 11:53,완도,영해,34.2925,127.1233333,양호,정비불량,기관이상,1,5,5,0,0,0,예부선,99,가을,11,11
2015/11/11 17:33,보령,영해,36.25,126.1333333,양호,운항부주의,부유물감김,1,17,17,0,0,0,낚시어선,7.93,가을,11,17
2015/11/11 18:20,보령,영해,36.23333333,126.5166667,양호,운항부주의,충돌,2,4,4,0,0,0,어선,3.17,가을,11,18
2015/11/11 19:00,완도,항계 내,34.29138889,126.5233333,양호,운항부주의,부유물감김,1,2,2,0,0,0,요트,12.5,가을,11,19
2015/11/11 19:36,제주,영해,33.6,127.25,황천5급,정비불량,기관이상,1,7,7,0,0,0,어선,26,가을,11,19
2015/11/12 6:23,포항,항계 내,36.03361111,129.3880556,양호,운항부주의,좌초,1,1,1,0,0,0,어선,3.02,가을,11,6
2015/11/12 7:05,완도,항계 내,34.31638889,126.7686111,양호,관리소홀,침수,1,0,0,0,0,0,어선,0.98,가을,11,7
2015/11/12 13:32,보령,영해,36.27222222,126.5480556,양호,운항부주의,충돌,1,3,3,0,0,0,모터보트,1,가을,11,13
2015/11/12 16:22,동해,영해,37.45,129.6166667,양호,정비불량,키손상,1,4,4,0,0,0,어선,21,가을,11,16
2015/11/13 7:35,인천,영해,37.29527778,124.315,양호,운항부주의,추진기이상,1,9,9,0,0,0,어선,29,가을,11,7
2015/11/13 13:13,포항,영해-EEZ,36.28333333,129.7,황천5급,운항부주의,운항저해,1,8,8,0,0,0,어선,34,가을,11,13
2015/11/13 13:15,평택,영해,36.92583333,125.5008333,양호,운항부주의,운항저해,1,1,1,0,0,0,요트,9.9,가을,11,13
2015/11/13 16:15,인천,항계 내,37.6025,126.8041667,양호,정비불량,기관이상,1,4,4,0,0,0,모터보트,2.7,가을,11,16
2015/11/13 20:30,평택,영해,37.15694444,126.3919444,양호,운항부주의,부유물감김,1,3,3,0,0,0,낚시어선,6.67,가을,11,20
2015/11/14 14:10,완도,영해,34.29444444,127.0444444,양호,정비불량,기관이상,1,22,22,0,0,0,낚시어선,9.77,가을,11,14
