Weather,latitude,longitude,Ship_Type,Accident_Type
양호,33.88333333,125.7333333,어선,기관이상
양호,35.97527778,126.5438889,예부선,인명사상
양호,36.63722222,125.9441667,어선,기관이상
양호,36.01666667,126.6,어선,기관이상
양호,36.72833333,125.9408333,어선,부유물감김
양호,34.68444444,125.4394444,어선,침수
양호,38.81666667,129.7666667,유조선,기관이상
양호,35.04166667,125.9616667,어선,인명사상
양호,37.22777778,126.4766667,모터보트,기관이상
양호,37.49083333,126.5830556,예부선,화재
양호,37.1675,125.5494444,어선,인명사상
양호,34.63444444,128.1211111,어선,인명사상
양호,34.25944444,127.5313889,모터보트,기관이상
풍랑경보,34.8525,126.2241667,어선,운항저해
양호,34.76333333,126.2947222,어선,기관이상
양호,36.09638889,126.5852778,어선,전복
양호,34.54805556,126.0827778,어선,운항저해
양호,34.85222222,126.2047222,예부선,충돌
양호,37.42055556,125.8802778,유조선,부유물감김
양호,36.6175,126.3591667,어선,충돌
양호,33.48333333,126.3833333,모터보트,충돌
양호,36.16388889,126.4894444,고무보트,운항저해
양호,35.02805556,128.8025,모터보트,운항저해
양호,36.04027778,126.4625,어선,기관이상
양호,34.83333333,126.3666667,어선,기관이상
양호,34.59666667,125.5802778,어선,기관이상
양호,34.80416667,126.3588889,어선,기관이상
양호,34.08333333,126.1666667,어선,기관이상
풍랑주의보,33.53333333,126.65,모터보트,운항저해
양호,37.07444444,126.3580556,고무보트,기관이상
양호,34.44583333,127.7044444,어선,인명사상
양호,36.77388889,126.1141667,어선,운항저해
양호,37.25,129.4833333,어선,기관이상
양호,37.1025,126.3813889,모터보트,방향상실
양호,34.75611111,126.3144444,어선,기관이상
양호,34.75611111,126.3144444,어선,기관이상
양호,35.63055556,126.4566667,어선,충돌
양호,35.63055556,126.4566667,어선,충돌
양호,37.04583333,126.5347222,어선,전복
양호,37.18611111,126.65,모터보트,전복
양호,36.43083333,126.5030556,모터보트,기관이상
양호,35.97944444,126.55,예부선,인명사상
양호,37.28916667,126.2294444,모터보트,기관이상
양호,37.17638889,126.6019444,요트,부유물감김
양호,37.26,126.5144444,고무보트,운항저해
양호,34.78388889,126.4005556,기타,기관이상
풍랑주의보,35.04777778,128.7219444,화물선,기관이상
태풍경보,35.25805556,129.2369444,어선,운항저해
태풍경보,35.49611111,129.4305556,요트,운항저해
태풍경보,35.49611111,129.4305556,요트,운항저해
태풍경보,34.72444444,127.7119444,모터보트,침수
태풍경보,34.43527778,125.2844444,어선,침몰
태풍경보,34.73083333,128.6233333,어선,전복
태풍경보,34.72333333,127.7136111,여객선,운항저해
태풍경보,33.55,126.7333333,요트,침수
태풍경보,34.57305556,127.7055556,예부선,방향상실
태풍경보,34.71805556,127.7038889,유조선,방향상실
태풍경보,34.71805556,127.7038889,여객선,방향상실
태풍경보,34.71805556,127.7038889,관공선,방향상실
태풍경보,34.71805556,127.7038889,여객선,방향상실
태풍경보,34.71805556,127.7038889,여객선,방향상실
태풍경보,34.71805556,127.7038889,어선,방향상실
양호,34.73305556,128.6288889,모터보트,침수
태풍경보,36.82527778,129.4472222,어선,운항저해
태풍경보,36.48222222,129.4338889,어선,운항저해
태풍경보,36.48222222,129.4338889,어선,운항저해
태풍경보,34.72527778,127.7163889,어선,침수
풍랑경보,37.77222222,128.9516667,모터보트,침수
태풍경보,36.82527778,129.4472222,모터보트,전복
태풍경보,36.82527778,129.4472222,모터보트,전복
양호,35.05194444,120,기타,침몰
황천5급,33.33333333,126.1666667,모터보트,침수
태풍경보,34.39527778,127.2619444,예부선,운항저해
풍랑경보,38.36694444,128.5108333,요트,침수
풍랑경보,38.20111111,128.5911111,어선,침수
양호,34.72194444,127.7386111,어선,기관이상
양호,36.53666667,126.4316667,모터보트,기관이상
양호,36.2125,126.4944444,모터보트,충돌
양호,36.2125,126.4944444,어선,충돌
양호,35.03638889,128.6886111,어선,부유물감김
양호,34.59722222,125.0608333,요트,운항저해
양호,37.15805556,126.5788889,어선,기관이상
양호,35.94527778,126.4452778,어선,기관이상
양호,34.80138889,126.3369444,모터보트,기관이상
양호,36.35277778,126.4833333,모터보트,침수
양호,37.415,126.4166667,고무보트,기관이상
양호,37.32333333,126.0527778,어선,기관이상
양호,37.06583333,126.4755556,고무보트,운항저해
양호,34.05305556,127.7230556,어선,화재
양호,34.90777778,128.0838889,어선,운항저해
황천6급,35.165,129.3983333,어선,부유물감김
양호,35.16388889,129.2258333,어선,기관이상
양호,38.15333333,129.2261111,어선,충돌
양호,33.6,126.8666667,어선,기관이상
양호,34.665,127.4813889,모터보트,운항저해
양호,33.5,126.45,어선,침수
양호,37.25694444,126.5102778,모터보트,운항저해
양호,35.18277778,128.5763889,어선,기관이상
양호,33.58333333,125.55,어선,화재
양호,36.3,129.6666667,어선,부유물감김
양호,38.06861111,128.6747222,모터보트,전복
양호,34.8725,126.3855556,어선,기관이상
양호,37.60805556,125.9366667,유도선,기관이상
양호,36.73138889,126.0341667,모터보트,기관이상
양호,35.05944444,128.7616667,모터보트,기관이상
양호,34.31972222,125.6361111,예부선,기관이상
양호,34.56888889,127.8786111,예부선,부유물감김
양호,33.41666667,126.45,어선,침수
양호,35.62083333,126.425,어선,운항저해
양호,34.66138889,126.2563889,어선,침수
양호,35.40861111,129.9944444,어선,운항저해
양호,37.09805556,126.4586111,고무보트,운항저해
양호,36.06666667,129.5,어선,기관이상
양호,37.00944444,126.6336111,어선,기관이상
양호,34.47027778,125.2933333,어선,운항저해
양호,34.28472222,126.4519444,요트,부유물감김
양호,34.8325,127.9938889,어선,충돌
양호,37.39888889,126.5280556,어선,기관이상
양호,36.49583333,126.465,고무보트,기관이상
양호,34.70805556,128.0747222,어선,운항저해
양호,35.07555556,128.4666667,어선,전복
양호,36.46944444,126.4311111,어선,운항저해
양호,35.90833333,126.4616667,어선,기관이상
양호,35.83805556,126.4536111,고무보트,기관이상
양호,34.65,125.4833333,요트,부유물감김
양호,36.06666667,126.35,모터보트,기관이상
양호,34.33,127.0466667,어선,운항저해
양호,34.30111111,126.225,기타,운항저해
양호,34.30111111,126.225,예부선,운항저해
양호,36.25944444,126.3808333,모터보트,운항저해
양호,35.11666667,126.1833333,어선,기관이상
양호,37.11305556,126.5902778,모터보트,기관이상
양호,37.13333333,129.4666667,관공선,기관이상
양호,37.15388889,126.6083333,어선,기관이상
양호,37.11055556,126.5291667,모터보트,부유물감김
양호,34.96527778,128.7083333,유도선,충돌
양호,34.7825,126.3508333,요트,기관이상
양호,34.20416667,127.8805556,어선,충돌
양호,34.20416667,127.8805556,어선,충돌
양호,35.95666667,126.4566667,어선,기관이상
양호,34.2525,126.7505556,어선,부유물감김
양호,37.16666667,131.9838889,어선,기관이상
양호,34.275,126.2430556,예부선,운항저해
양호,36.97111111,126.7861111,어선,침몰
양호,34.95,129.0666667,모터보트,기관이상
양호,36.71888889,126.1641667,모터보트,운항저해
양호,35.32333333,129.2777778,어선,침수
양호,35.95555556,126.4225,모터보트,기관이상
양호,35.82916667,126.3616667,고무보트,기관이상
양호,36.65666667,126.1158333,모터보트,운항저해
양호,36.99666667,126.7955556,유조선,침수
양호,36.0725,126.5138889,모터보트,부유물감김
양호,36.13777778,126.5027778,모터보트,기관이상
양호,34.8675,128.4425,어선,부유물감김
양호,37.08138889,126.5325,고무보트,충돌
양호,37.08138889,126.5325,어선,충돌
양호,34.8075,126.3633333,어선,침수
양호,37.09333333,126.5383333,모터보트,기관이상
양호,35.93277778,126.5277778,어선,운항저해
양호,36.20305556,126.5194444,모터보트,기관이상
양호,36.37805556,126.4941667,모터보트,기관이상
양호,37.29944444,126.5036111,어선,기관이상
양호,35.62333333,126.2694444,어선,기관이상
양호,34.81833333,128.2669444,모터보트,기관이상
양호,35.91666667,126.5166667,어선,부유물감김
양호,35.03,128.7480556,모터보트,기관이상
양호,35.95388889,126.4530556,모터보트,운항저해
양호,34.91777778,127.9419444,고무보트,기관이상
양호,35.14638889,129.1291667,모터보트,운항저해
양호,34.72055556,127.705,어선,침수
양호,37.38194444,126.7238889,어선,충돌
양호,33.2075,126.2552778,어선,운항저해
양호,34.26722222,126.4527778,어선,부유물감김
양호,34.71166667,127.2494444,어선,전복
양호,33.91527778,125.9166667,어선,기관이상
양호,37.30277778,126.4636111,어선,운항저해
양호,34.81472222,126.2463889,어선,기관이상
양호,34.6875,125.3933333,어선,부유물감김
양호,37.11055556,126.5613889,모터보트,기관이상
양호,37.29333333,129.5763889,어선,부유물감김
양호,34.78333333,126.3486111,어선,운항저해
양호,34.35,126.05,어선,방향상실
양호,36.15861111,126.385,어선,기관이상
양호,37.18944444,126.6463889,어선,전복
양호,33.51666667,126.5166667,어선,운항저해
양호,37.77055556,128.9741667,예부선,충돌
양호,37.77055556,128.9741667,어선,충돌
태풍경보,34.78166667,125.9130556,어선,부유물감김
양호,37.50277778,126.5816667,모터보트,기관이상
양호,34.72388889,127.7161111,기타,침수
태풍주의보,36.33333333,129.7,어선,기관이상
양호,37.50416667,126.3255556,어선,운항저해
태풍주의보,35.51305556,126.4919444,어선,침수
풍랑주의보,35.06694444,128.6819444,화물선,충돌
풍랑주의보,35.06694444,128.6819444,화물선,충돌
풍랑경보,37.94416667,128.7858333,어선,침수
태풍경보,34.75472222,128.4308333,어선,전복
양호,37.49472222,126.6369444,기타,침수
양호,35.58472222,126.5577778,모터보트,침수
태풍경보,37.28805556,129.3161111,어선,전복
양호,34.92611111,128.0666667,어선,침수
양호,34.80277778,126.3633333,어선,침수
풍랑주의보,35.48055556,129.4280556,모터보트,침수
양호,34.89722222,128.5,어선,화재
양호,34.76666667,126.4166667,고무보트,운항저해
양호,37.32027778,126.5038889,모터보트,기관이상
양호,34.7775,128.2180556,어선,기관이상
양호,37.35555556,126.2988889,모터보트,기관이상
양호,37.01166667,126.2891667,어선,기관이상
양호,34.54777778,127.0016667,어선,기관이상
양호,37.03666667,126.4405556,고무보트,기관이상
양호,35.165,125.9191667,어선,운항저해
양호,33.66666667,127.0666667,어선,부유물감김
양호,34.26388889,126.8525,예부선,기관이상
양호,33.4,126.2166667,어선,운항저해
저시정,34.77722222,126.2947222,어선,운항저해
양호,34.89888889,128.1033333,어선,충돌
양호,34.89888889,128.1033333,어선,충돌
황천6급,37.06444444,126.5772222,어선,기관이상
양호,36.415,126.3983333,모터보트,기관이상
황천6급,36.33027778,126.5013889,모터보트,운항저해
황천6급,36.40666667,126.4605556,어선,운항저해
양호,35.06583333,129.0369444,어선,운항저해
황천6급,35.46111111,129.3736111,예부선,침수
양호,34.23333333,124.9,어선,기관이상
양호,41.38333333,133.6166667,어선,기관이상
양호,37.37305556,126.3716667,모터보트,부유물감김
양호,36.21666667,126.0666667,요트,기관이상
양호,36.30527778,126.4161111,어선,기관이상
양호,34.41055556,126.9261111,어선,기관이상
양호,37.14083333,126.5702778,어선,부유물감김
양호,36.69416667,125.9125,어선,기관이상
양호,36.01666667,126.5477778,모터보트,기관이상
양호,34.31944444,127.7916667,어선,기관이상
양호,36.43472222,126.4986111,고무보트,기관이상
양호,37.15305556,126.5369444,요트,기관이상
양호,35.12416667,129.0511111,유조선,화재
양호,35.20333333,128.5958333,화물선,충돌
양호,35.20333333,128.5958333,화물선,충돌
양호,37.05888889,126.4594444,모터보트,기관이상
양호,36.24666667,126.4997222,고무보트,기관이상
양호,34.68555556,128.2186111,어선,부유물감김
양호,32.85,126.3,어선,기관이상
황천5급,35.49472222,130.1008333,어선,부유물감김
양호,37.52472222,129.1405556,기타,침수
양호,37.06666667,129.4,어선,기관이상
양호,37.15,133.7166667,어선,기관이상
양호,34.86833333,128.4683333,예부선,충돌
양호,34.57833333,127.7508333,어선,충돌
양호,34.57833333,127.7508333,예부선,충돌
양호,34.70805556,127.7141667,어선,침수
양호,35.35777778,129.3658333,어선,인명사상
양호,36.99166667,126.7213889,어선,기관이상
양호,34.02416667,126.4144444,어선,기관이상
양호,32.93333333,125.95,어선,부유물감김
양호,36.2,129.5,어선,인명사상
양호,37.06444444,126.4741667,어선,전복
양호,36.08333333,129.45,어선,기관이상
양호,35.98277778,126.5075,모터보트,기관이상
양호,34.83055556,128.2463889,어선,운항저해
양호,34.87833333,128.4730556,모터보트,침몰
양호,36.06666667,129.5,모터보트,기관이상
양호,34.21583333,125.7477778,어선,침수
양호,34.47944444,126.1213889,예부선,기관이상
양호,37.21,126.4755556,모터보트,충돌
양호,37.21,126.4755556,유도선,충돌
양호,36.52055556,126.4422222,고무보트,기관이상
양호,34.80833333,128.1883333,모터보트,기관이상
양호,37.28888889,126.525,어선,부유물감김
양호,35.57944444,126.1927778,어선,부유물감김
양호,38.18055556,128.615,모터보트,기관이상
양호,35.97833333,126.5044444,모터보트,기관이상
양호,34.88333333,128.39,예부선,충돌
양호,35.96555556,126.5155556,모터보트,기관이상
양호,35.06055556,128.6591667,어선,운항저해
양호,36.01555556,126.2341667,모터보트,기관이상
양호,37.30527778,126.2266667,어선,부유물감김
양호,36.35305556,126.5233333,고무보트,기관이상
양호,35.01638889,128.7327778,모터보트,운항저해
양호,34.28166667,126.8983333,요트,부유물감김
양호,37.14555556,126.5455556,어선,부유물감김
양호,34.58333333,126.2333333,어선,기관이상
양호,35.07055556,128.4408333,모터보트,충돌
양호,35.07055556,128.4408333,모터보트,충돌
양호,37.40027778,126.4336111,고무보트,기관이상
양호,36.35444444,126.4388889,어선,운항저해
양호,34,125.75,어선,화재
양호,36.33333333,130.2333333,어선,기관이상
양호,34.99388889,128.8077778,어선,기관이상
양호,34.69666667,125.4522222,모터보트,전복
양호,36.04972222,129.5019444,모터보트,운항저해
양호,36.08916667,126.4666667,고무보트,운항저해
양호,34.15805556,125.9508333,어선,기관이상
양호,34.9775,128.9919444,모터보트,기관이상
양호,37.41666667,133.3833333,어선,부유물감김
양호,35.07694444,128.7086111,어선,기관이상
양호,36.20444444,125.9247222,어선,기관이상
양호,37.54416667,126.0766667,어선,인명사상
양호,33.22416667,126.5525,어선,침수
황천6급,36.61666667,130.0833333,어선,기관이상
양호,34.91138889,128.0022222,모터보트,부유물감김
양호,33.48333333,126.4333333,모터보트,기관이상
양호,34.28833333,126.5805556,어선,기관이상
양호,37.8875,128.8302778,예부선,충돌
양호,37.8875,128.8302778,어선,충돌
양호,34.56666667,126.2166667,기타,부유물감김
저시정,35.38333333,125.9,어선,부유물감김
양호,34.22583333,126.7680556,어선,기관이상
양호,37.17527778,129.3430556,어선,침수
풍랑주의보,33.5,126.4666667,어선,침수
양호,37.04666667,126.6541667,어선,운항저해
양호,36.51833333,126.4552778,고무보트,기관이상
양호,35.14222222,128.6030556,어선,기관이상
양호,37.09972222,126.4441667,어선,기관이상
양호,36.35833333,126.46,어선,기관이상
양호,34.47416667,126.9858333,어선,기관이상
양호,37.22583333,129.3441667,어선,운항저해
저시정,34.35555556,125.9316667,어선,운항저해
풍랑경보,38.12277778,128.6322222,어선,침수
양호,37.17527778,126.4541667,어선,기관이상
양호,37.10666667,126.615,어선,운항저해
황천4급,33.2,125.6,어선,기관이상
양호,36.31388889,126.4891667,어선,기관이상
양호,37.16083333,126.5866667,모터보트,운항저해
양호,36.09305556,126.43,고무보트,기관이상
양호,36.3375,126.3852778,어선,기관이상
양호,34.79555556,126.2941667,어선,기관이상
양호,37.05527778,126.4533333,어선,충돌
양호,37.05527778,126.4533333,고무보트,충돌
양호,35.81416667,126.4427778,모터보트,부유물감김
양호,34.995,128.5802778,요트,침수
황천4급,32.96666667,126.3,어선,부유물감김
양호,34.36416667,126.9355556,모터보트,부유물감김
양호,34.94527778,128.0163889,어선,운항저해
양호,35.07111111,126.1302778,어선,운항저해
양호,34.44277778,128.3669444,어선,전복
양호,34.88416667,128.4730556,예부선,충돌
양호,34.94138889,128.035,예부선,충돌
양호,34.59055556,127.7333333,어선,침수
양호,36.40555556,126.4686111,어선,부유물감김
양호,37.31055556,129.2936111,어선,전복
양호,34.18333333,126.5166667,관공선,부유물감김
양호,34.44027778,127.7163889,모터보트,기관이상
양호,34.89972222,128.4783333,모터보트,기관이상
양호,36.935,126.0836111,예부선,부유물감김
양호,34.71333333,128.7227778,어선,부유물감김
양호,34.75,125.4,어선,기관이상
양호,34.83944444,128.1697222,어선,운항저해
양호,37.32166667,126.2491667,모터보트,기관이상
양호,33.38333333,126.2166667,어선,운항저해
양호,33.33333333,126.1333333,어선,기관이상
양호,34.09055556,127.7777778,어선,화재
양호,34.77416667,126.3930556,요트,부유물감김
양호,34.80055556,128.7369444,어선,부유물감김
양호,34.68694444,128.2744444,모터보트,운항저해
양호,34.97777778,125.9058333,어선,운항저해
양호,38.33555556,132.8291667,어선,충돌
양호,38.33555556,132.8291667,요트,충돌
양호,37.11027778,126.4669444,어선,기관이상
양호,34.21472222,126.8158333,어선,기관이상
양호,34.78333333,126.3,모터보트,기관이상
양호,35.82694444,126.4397222,모터보트,기관이상
양호,35.25,129.3833333,어선,부유물감김
저시정,35.6625,126.4777778,모터보트,기관이상
양호,34.68333333,127.7,어선,충돌
양호,34.68333333,127.7,어선,충돌
양호,38.04388889,128.7061111,어선,기관이상
양호,34.38472222,126.7272222,어선,화재
양호,35.10305556,129.0663889,유조선,기관이상
양호,34.89611111,128.7477778,어선,부유물감김
황천5급,33.38333333,125.9666667,어선,인명사상
황천5급,34.39944444,128.3372222,어선,부유물감김
양호,34.05777778,126.5091667,어선,부유물감김
양호,34.42027778,125.7605556,어선,충돌
양호,34.42027778,125.7605556,어선,충돌
양호,37.485,130.7994444,모터보트,부유물감김
양호,36.78333333,125.6333333,어선,기관이상
양호,33.95,126.2833333,어선,화재
양호,37.32444444,125.7766667,어선,인명사상
풍랑주의보,35.48444444,129.3913889,기타,기관이상
양호,37.01027778,126.1975,화물선,기관이상
양호,35.28333333,125.7166667,어선,부유물감김
양호,37.65,129.0833333,어선,침수
양호,34.465,127.4533333,예부선,기관이상
양호,35.04611111,128.5433333,어선,기관이상
양호,34.87194444,126.2016667,여객선,침수
양호,36.46666667,126.4558333,모터보트,기관이상
양호,38.18333333,128.6,요트,기관이상
양호,35.65305556,126.1216667,모터보트,운항저해
양호,35.10666667,128.5336111,어선,기관이상
황천6급,38.06138889,128.6830556,고무보트,전복
양호,34.99527778,128.6588889,어선,기관이상
황천6급,36.08333333,129.5666667,어선,부유물감김
양호,37.09138889,126.5730556,모터보트,기관이상
양호,34.92666667,128.0813889,어선,화재
양호,34.35805556,126.1211111,어선,기관이상
양호,35.00416667,128.6152778,어선,기관이상
양호,34.075,128.4802778,예부선,충돌
양호,34.70944444,128.02,어선,인명사상
황천6급,35.96666667,129.55,어선,기관이상
양호,34.20944444,127.8455556,어선,부유물감김
양호,36.5,126.1333333,고무보트,기관이상
양호,34.55944444,128.3486111,어선,기관이상
양호,34.86305556,128.4738889,어선,기관이상
양호,35.835,126.4366667,어선,부유물감김
양호,37.31416667,126.3705556,모터보트,기관이상
양호,36.6,126.0333333,어선,기관이상
양호,34.80611111,126.3527778,어선,운항저해
양호,35.81972222,126.3702778,모터보트,부유물감김
양호,34.47027778,127.4455556,어선,부유물감김
양호,34.4725,127.7738889,어선,운항저해
양호,35.78916667,126.4716667,예부선,전복
양호,37.50166667,126.5966667,어선,침수
양호,36.43333333,129.4333333,어선,화재
양호,37.40638889,126.585,어선,부유물감김
양호,39.1,134.1666667,어선,기관이상
양호,36.51416667,126.4341667,고무보트,충돌
양호,36.51416667,126.4341667,어선,충돌
양호,35.07305556,128.4519444,어선,충돌
양호,35.07305556,128.4519444,모터보트,충돌
양호,36.03583333,129.3888889,유도선,기관이상
양호,34.99111111,128.6508333,모터보트,기관이상
양호,34.76305556,128.1866667,어선,부유물감김
양호,33.41666667,126.25,어선,충돌
양호,33.41666667,126.25,어선,충돌
풍랑주의보,29.98333333,126.3666667,어선,부유물감김
양호,35.01527778,125.7030556,어선,충돌
양호,35.01527778,125.7030556,어선,충돌
양호,35.18888889,125.7,어선,부유물감김
양호,37.04638889,129.4241667,어선,인명사상
양호,33.21666667,126.65,어선,전복
양호,34.58555556,127.8091667,어선,기관이상
양호,37.28722222,129.5175,어선,기관이상
양호,37.23027778,129.4161111,어선,침수
양호,36.27888889,126.2344444,어선,기관이상
양호,37.86666667,128.8333333,어선,충돌
양호,37.86666667,128.8333333,어선,충돌
양호,34.78916667,128.3891667,어선,침수
양호,34.17805556,126.3577778,어선,부유물감김
양호,37.10888889,126.5438889,모터보트,부유물감김
양호,33.36666667,126.0833333,모터보트,기관이상
양호,34.18555556,126.0916667,어선,부유물감김
양호,38.20166667,128.5958333,어선,충돌
양호,38.20166667,128.5958333,어선,충돌
황천5급,33.51666667,126.35,어선,기관이상
양호,36.96888889,126.15,어선,기관이상
풍랑주의보,33.38333333,127,어선,인명사상
양호,34.22583333,125.8077778,어선,기관이상
양호,34.27,126.5627778,어선,부유물감김
양호,36.34055556,126.3905556,어선,기관이상
양호,37.04,126.4416667,고무보트,기관이상
양호,36.43166667,126.4866667,고무보트,기관이상
양호,34.60888889,126.0383333,여객선,운항저해
양호,34.19,125.2458333,어선,기관이상
양호,36.49666667,126.4183333,모터보트,기관이상
양호,37.50277778,126.4591667,어선,부유물감김
양호,35.83166667,126.4330556,어선,부유물감김
양호,34.75722222,126.3063889,모터보트,기관이상
양호,36.48333333,126.25,어선,기관이상
양호,34.23694444,127.2480556,어선,화재
양호,37.32777778,126.4680556,유도선,기관이상
양호,37.83527778,128.8780556,모터보트,운항저해
양호,37.31666667,126.6,어선,기관이상
양호,34.42972222,125.8838889,어선,부유물감김
양호,37.76805556,129.0169444,예부선,침몰
양호,34.48916667,127.1194444,어선,침수
양호,35.48,129.5622222,어선,인명사상
양호,37.05083333,126.4161111,고무보트,기관이상
황천5급,33.31666667,125.8833333,어선,충돌
황천5급,33.31666667,125.8833333,어선,충돌
양호,34.60527778,127.7241667,어선,부유물감김
양호,37.36666667,126.4341667,모터보트,기관이상
양호,38.17583333,128.6463889,모터보트,전복
양호,35.64333333,129.4486111,고무보트,기관이상
양호,29.85,126.6,어선,기관이상
양호,36.42638889,126.2169444,어선,침수
양호,34.75055556,127.6575,기타,침수
양호,37.885,128.8344444,어선,기관이상
양호,36.58333333,126.1666667,어선,기관이상
양호,34.50388889,127.115,고무보트,운항저해
양호,34.53972222,127.6869444,어선,기관이상
양호,36.21333333,126.3941667,어선,기관이상
양호,36.1,126,고무보트,운항저해
양호,34.59722222,127.5130556,어선,운항저해
양호,36.6525,126.2225,어선,기관이상
양호,36.305,126.4908333,어선,화재
양호,35.09444444,128.7861111,모터보트,기관이상
양호,34.91055556,127.9472222,모터보트,기관이상
양호,36.34722222,126.5166667,모터보트,기관이상
양호,34.28083333,126.9188889,어선,기관이상
양호,34.87083333,128.2291667,어선,기관이상
양호,34.77888889,126.4244444,예부선,충돌
양호,34.77888889,126.4244444,화물선,충돌
양호,36.05,129.4,모터보트,운항저해
양호,35.98694444,126.2258333,어선,인명사상
양호,33.38333333,125.2166667,어선,부유물감김
양호,32.61666667,126.6666667,어선,부유물감김
양호,34.80555556,126.3616667,어선,침수
양호,36.985,126.8066667,기타,운항저해
양호,36.43166667,126.5013889,어선,전복
양호,36.43166667,126.5013889,어선,전복
양호,34.5175,127.1483333,어선,운항저해
양호,36.18333333,129.3833333,모터보트,운항저해
풍랑주의보,37.2,125.6425,어선,기관이상
양호,36.16416667,126.4927778,모터보트,운항저해
양호,36.67305556,126.1338889,여객선,기관이상
양호,35.98138889,126.6575,어선,침수
황천6급,36.54527778,126.1558333,예부선,침수
양호,34.67694444,128.36,어선,기관이상
양호,36.46416667,126.4338889,어선,운항저해
양호,35.18333333,126.1333333,어선,인명사상
양호,34.98777778,128.89,유조선,기관이상
양호,35.03694444,126.2041667,어선,기관이상
양호,34.77555556,124.6152778,어선,인명사상
양호,35.93,126.5263889,어선,운항저해
양호,35.05694444,128.6041667,모터보트,기관이상
양호,35,125.1666667,기타,기관이상
양호,34.96027778,127.7716667,어선,침수
양호,34.83333333,126.2,어선,기관이상
양호,35.83888889,126.3741667,모터보트,기관이상
양호,34.38333333,126.7333333,모터보트,부유물감김
양호,34.95388889,128.4980556,어선,침수
양호,34.73833333,127.7661111,어선,기관이상
양호,36.07444444,129.4536111,모터보트,기관이상
양호,35.01,128.9491667,예부선,기관이상
저시정,35.62222222,126.4688889,어선,침수
양호,34.375,126.95,어선,운항저해
양호,33.55,126.9166667,어선,운항저해
양호,34.08888889,127.8366667,어선,기관이상
양호,34.52722222,128.2186111,어선,부유물감김
양호,35.13222222,128.6902778,모터보트,기관이상
양호,36.47666667,126.4341667,모터보트,기관이상
양호,37.07055556,126.5513889,어선,운항저해
양호,35.12444444,128.6886111,모터보트,기관이상
양호,34.35277778,127.7519444,어선,기관이상
양호,34.60527778,127.7233333,어선,기관이상
양호,36.80555556,126.1294444,요트,기관이상
양호,35.01416667,128.5513889,유조선,인명사상
양호,34.85,126.3666667,어선,기관이상
양호,34.52416667,127.1302778,어선,운항저해
양호,37.25444444,126.4986111,모터보트,침수
양호,33.48333333,126.1333333,어선,기관이상
양호,35.60944444,129.4638889,어선,부유물감김
양호,36.12527778,126.5147222,예부선,부유물감김
양호,34.87222222,128.0677778,모터보트,기관이상
양호,34.48333333,126.7836111,어선,운항저해
양호,34.93166667,128.9786111,어선,충돌
양호,34.93166667,128.9786111,모터보트,충돌
양호,33.48333333,126.3333333,모터보트,운항저해
양호,35.78333333,129.5333333,어선,충돌
양호,35.00944444,128.8186111,어선,충돌
양호,35.93111111,126.5269444,어선,운항저해
양호,35.97972222,126.6183333,어선,운항저해
양호,34.70722222,128.5736111,어선,부유물감김
양호,36.13333333,129.5666667,모터보트,운항저해
양호,35.68333333,131.6333333,어선,부유물감김
양호,36.24638889,126.5275,모터보트,운항저해
양호,37.42083333,126.305,모터보트,운항저해
양호,38.30444444,128.5697222,어선,부유물감김
양호,34.67611111,128.6513889,어선,침수
양호,35.02972222,126.0122222,어선,인명사상
풍랑주의보,38.00861111,128.7330556,기타,운항저해
풍랑주의보,36.70472222,129.4963889,고무보트,운항저해
양호,34.78694444,126.3516667,예부선,기관이상
양호,34.78916667,126.355,어선,기관이상
양호,36.60444444,126.4094444,어선,침수
양호,37.17305556,126.48,모터보트,부유물감김
양호,37.11611111,126.5644444,어선,기관이상
양호,36.71416667,126.1097222,모터보트,기관이상
양호,37.40583333,126.5480556,모터보트,기관이상
풍랑주의보,35.96666667,129.6666667,어선,기관이상
양호,34.78333333,126.3416667,화물선,기관이상
양호,34.70416667,127.7197222,어선,운항저해
양호,34.73777778,128.1391667,어선,기관이상
양호,34.65,125.3833333,어선,운항저해
양호,34.87305556,127.7805556,유조선,인명사상
황천5급,35.52333333,129.4411111,예부선,화재
양호,34.06638889,126.7352778,유조선,충돌
양호,34.06638889,126.7352778,화물선,충돌
양호,34.6725,125.8483333,어선,운항저해
양호,36.5,129.5166667,어선,인명사상
황천6급,35.32027778,129.2825,어선,기관이상
양호,34.8675,128.465,어선,운항저해
양호,35.65444444,126.1833333,어선,부유물감김
양호,34.67305556,125.725,어선,인명사상
양호,34.63361111,127.5083333,어선,운항저해
양호,35.04444444,128.9844444,어선,기관이상
양호,33.48333333,126.4,어선,침수
양호,37.04888889,126.5580556,어선,기관이상
양호,34.91361111,128.0655556,고무보트,기관이상
양호,34.77583333,128.3836111,어선,기관이상
양호,34.78083333,128.5136111,모터보트,기관이상
양호,34.94027778,128.4377778,어선,기관이상
양호,35.09333333,128.5663889,어선,화재
양호,36.64777778,126.0102778,유도선,운항저해
양호,36.08555556,126.4341667,고무보트,운항저해
양호,33.48333333,126.3833333,모터보트,기관이상
양호,33.46666667,126.35,모터보트,기관이상
양호,35.93194444,126.5275,어선,부유물감김
양호,32.33305556,126.0833333,어선,부유물감김
양호,34.22305556,125.4880556,어선,충돌
양호,34.22305556,125.4880556,어선,충돌
