Weather,latitude,longitude,Ship_Type,Accident_Type
양호,34.27166667,126.5975,예부선,부유물감김
양호,36,129.6666667,어선,기관이상
양호,36.03055556,126.3472222,어선,부유물감김
양호,33.35,126.9333333,어선,기관이상
양호,36.01666667,130.8833333,어선,부유물감김
양호,36.08333333,130.0166667,어선,부유물감김
양호,37.1,126.3172222,화물선,기관이상
양호,37.53333333,129.1166667,화물선,충돌
양호,33.99555556,126.9511111,어선,기관이상
양호,34.62805556,127.0966667,어선,부유물감김
양호,34.52805556,127.8002778,어선,기관이상
양호,35.01166667,128.7436111,어선,부유물감김
양호,33.65,125.9,어선,부유물감김
양호,37.46666667,131.6666667,어선,기관이상
양호,36.71666667,125.9333333,어선,부유물감김
양호,37.08055556,126.6055556,유도선,부유물감김
양호,35.58333333,125.9833333,어선,기관이상
양호,34.90555556,127.6266667,화물선,충돌
풍랑주의보,33.51694444,126.9008333,모터보트,운항저해
양호,35.87638889,129.5283333,어선,운항저해
양호,34.555,127.7102778,어선,기관이상
양호,33.41833333,126.2616667,어선,침수
양호,33.2375,126.5647222,화물선,충돌
양호,34.22,127.4922222,어선,기관이상
양호,36.11666667,129.9333333,어선,기관이상
양호,34.27111111,126.65,어선,기관이상
양호,36.56027778,126.455,어선,인명사상
양호,35.10222222,128.6877778,모터보트,기관이상
양호,38.15,128.8,어선,기관이상
양호,37.39805556,126.4344444,모터보트,운항저해
양호,34.91638889,128.9702778,모터보트,부유물감김
양호,36.3,129.8,어선,기관이상
황천5급,33.55,126.45,어선,운항저해
양호,36.66666667,130.7166667,어선,기관이상
양호,34.21805556,126.4580556,어선,부유물감김
양호,37.26666667,126.1166667,어선,부유물감김
양호,35.79722222,125.5138889,어선,인명사상
양호,33.01666667,124.8,어선,부유물감김
양호,33.81805556,124.5841667,어선,기관이상
양호,34.36833333,125.9172222,어선,기관이상
양호,35.45,130.0666667,어선,운항저해
양호,34.95611111,128.7927778,어선,화재
풍랑주의보,36.08333333,130.0166667,화물선,충돌
양호,33.23166667,126.3272222,고무보트,운항저해
양호,33.03333333,127.55,어선,기관이상
양호,34.31833333,126.7666667,어선,충돌
양호,34.51027778,127.7661111,어선,부유물감김
양호,34.28333333,126.3,어선,인명사상
양호,35.00333333,128.7561111,어선,기관이상
양호,34.60111111,127.6086111,어선,운항저해
양호,33.13972222,127.3872222,화물선,충돌
양호,33.33333333,126.15,어선,부유물감김
양호,36.06666667,129.5833333,어선,충돌
양호,33.8,128.15,어선,기관이상
풍랑주의보,33.95,128.4333333,기타,부유물감김
양호,34.59444444,128.1633333,어선,기관이상
양호,35.48888889,129.4422222,예부선,화재
풍랑주의보,34.24111111,125.9408333,여객선,부유물감김
황천5급,34.3,127.0452778,어선,기관이상
풍랑주의보,32.96666667,124.6666667,어선,부유물감김
풍랑주의보,33.4275,126.9177778,어선,침몰
풍랑주의보,33.42555556,126.3605556,모터보트,침수
양호,36.99166667,126.8097222,화물선,기관이상
양호,34.71666667,128.5833333,어선,침수
풍랑주의보,33.58888889,126.0944444,어선,기관이상
양호,34.85,128.4666667,기타,운항저해
양호,33.21638889,126.4027778,어선,기관이상
양호,33.17888889,126.2655556,어선,전복
양호,34.69555556,128.1244444,어선,기관이상
양호,33.16666667,126.9333333,어선,기관이상
양호,32.98333333,126.6833333,어선,부유물감김
양호,34.87,128.8833333,유조선,화재
양호,33.76666667,126.7833333,어선,기관이상
양호,36.45,126.25,어선,침수
양호,33.68333333,125.9333333,어선,부유물감김
양호,35.39111111,129.3983333,예부선,화재
양호,34.40222222,126.8191667,어선,기관이상
양호,34.36222222,127.5016667,요트,기관이상
양호,37.43888889,126.5852778,기타,화재
양호,34.51666667,127,어선,충돌
양호,34.53722222,127.7922222,어선,기관이상
양호,34.24083333,126.5938889,어선,기관이상
양호,32.8,126.7,어선,부유물감김
양호,37.93333333,128.8,어선,충돌
양호,32.5,126.6,어선,충돌
양호,33.9,126.3,어선,기관이상
양호,36.95,126.2166667,어선,기관이상
양호,34.33333333,126.75,어선,운항저해
양호,33.23805556,126.4419444,어선,침몰
양호,35.01861111,129.0369444,어선,충돌
양호,35.11666667,129.45,어선,충돌
양호,35.99361111,126.7033333,어선,침수
양호,36.23138889,126.3191667,관공선,부유물감김
양호,36.15,129.85,어선,기관이상
양호,33.76944444,127.5761111,어선,기관이상
황천2급,38.46527778,128.4733333,어선,기관이상
풍랑주의보,38.43194444,128.4713889,어선,전복
풍랑주의보,35.25,125.9166667,예부선,기관이상
양호,35.02944444,129.0313889,화물선,충돌
양호,34.89333333,128.5055556,어선,운항저해
황천5급,34.1,128.3,어선,기관이상
양호,34.27027778,126.9369444,어선,기관이상
저시정,36.24722222,124.9972222,화물선,기관이상
풍랑주의보,33.91666667,125.3,어선,기관이상
풍랑주의보,35.98333333,131.9833333,어선,부유물감김
풍랑경보,39.41666667,133.6,어선,기관이상
황천2급,37.97055556,128.8097222,어선,기관이상
양호,34.73861111,127.7386111,유조선,충돌
양호,34.64916667,125.4066667,어선,침수
양호,34.92222222,128.0722222,어선,기관이상
황천5급,33.05,127.2833333,어선,기관이상
양호,35.98916667,129.555,어선,화재
양호,37.41055556,126.4186111,어선,화재
양호,33.19555556,126.2905556,어선,기관이상
양호,35.51666667,129.6833333,화물선,충돌
양호,35.81611111,125.8494444,어선,기관이상
양호,34.73388889,127.7369444,요트,운항저해
양호,33.23138889,126.4611111,어선,운항저해
양호,37.53333333,129.1333333,고무보트,기관이상
양호,34.74138889,127.7561111,유도선,화재
양호,33.53333333,126.5833333,모터보트,운항저해
양호,33.4025,126.9063889,어선,기관이상
황천5급,37.17055556,126.3011111,기타,운항저해
양호,34.3125,126.5591667,어선,운항저해
양호,34.8375,128.9166667,모터보트,운항저해
양호,33.5,126.45,어선,침수
양호,34.71666667,128.4833333,기타,기관이상
양호,36.21666667,129.7333333,어선,기관이상
양호,34.78333333,128.7166667,어선,기관이상
풍랑주의보,37.36777778,126.5602778,예부선,침수
양호,35.93694444,126.5333333,어선,전복
양호,35.0725,128.9933333,기타,화재
황천5급,36.5,130.0333333,어선,기관이상
양호,33.41333333,127.15,어선,기관이상
양호,33.1575,125.5588889,어선,기관이상
양호,34.53333333,128.5166667,어선,기관이상
황천5급,36.06666667,129.5,어선,기관이상
양호,34.7675,126.2675,화물선,충돌
양호,34.17416667,126.6405556,어선,인명사상
양호,33.2575,126.6511111,어선,부유물감김
양호,34.16944444,126.6805556,어선,기관이상
양호,33.33333333,127.7166667,어선,인명사상
양호,37.28333333,129.5,어선,부유물감김
양호,36.4,126.3333333,어선,기관이상
양호,35.93083333,126.0922222,예부선,부유물감김
양호,36.11305556,129.4402778,고무보트,기관이상
양호,36.7,125.9833333,어선,기관이상
양호,37.03666667,129.4191667,고무보트,부유물감김
양호,33.17916667,126.9172222,어선,기관이상
양호,34.3,128.7333333,어선,기관이상
양호,33.25,124.25,어선,부유물감김
양호,36.6,126.1666667,어선,기관이상
양호,37.09694444,126.0169444,여객선,기관이상
양호,36.23333333,126.1666667,요트,기관이상
양호,37.47083333,126.5763889,어선,기관이상
양호,34.25083333,126.0902778,어선,기관이상
양호,34.05861111,127.3077778,어선,충돌
양호,33.48333333,127.15,어선,기관이상
양호,35.02916667,128.5013889,어선,충돌
양호,35.8,129.7166667,어선,기관이상
풍랑주의보,33.01666667,126.7333333,어선,부유물감김
양호,33.47833333,126.9277778,어선,운항저해
양호,35,128.7463889,어선,기관이상
양호,34.21722222,126.4880556,어선,화재
양호,34.80416667,126.3263889,기타,운항저해
양호,35.06166667,128.6325,모터보트,기관이상
양호,34.48333333,126.3833333,어선,운항저해
양호,36.65,125.95,어선,부유물감김
양호,35.07166667,128.7116667,어선,기관이상
양호,34.31666667,126.4833333,모터보트,기관이상
양호,37.45,129.4,어선,부유물감김
양호,37.48333333,129.2666667,어선,부유물감김
풍랑경보,33.51666667,126.55,모터보트,침수
양호,34.33333333,126.8166667,어선,조난
양호,34.75194444,127.7811111,유조선,기관이상
풍랑주의보,33.11666667,124.95,어선,부유물감김
황천5급,33.76666667,126.3166667,어선,기관이상
양호,37.26083333,129.7172222,어선,기관이상
양호,33.50888889,126.4647222,요트,침수
양호,33.3675,127.1141667,어선,기관이상
양호,32.56666667,126.6,어선,기관이상
양호,34.14416667,126.6233333,어선,인명사상
양호,34.96722222,126.1838889,기타,운항저해
양호,35.63972222,126.1175,여객선,부유물감김
양호,34.97833333,128.61,모터보트,기관이상
양호,37.49805556,130.7333333,어선,침수
양호,33.45,127.0333333,어선,기관이상
양호,34.61666667,126.2,어선,운항저해
양호,27.33333333,122.8333333,어선,기관이상
양호,36.16666667,129.4333333,어선,인명사상
양호,33.21388889,126.4277778,어선,기관이상
양호,36.85388889,129.5138889,화물선,충돌
황천5급,36.21666667,130.6333333,어선,인명사상
양호,36.08333333,129.55,어선,운항저해
풍랑주의보,33.88333333,131.75,어선,부유물감김
양호,37.18694444,129.3916667,어선,기관이상
양호,33.21666667,126.3833333,어선,기관이상
황천5급,37.15916667,126.4583333,어선,기관이상
양호,34.1,127.2333333,어선,기관이상
양호,34.70611111,128.585,어선,운항저해
양호,35.07722222,128.6986111,모터보트,기관이상
황천5급,35.17972222,129.2111111,어선,기관이상
양호,33.46666667,126.25,어선,부유물감김
양호,35.98472222,126.5447222,어선,운항저해
양호,34.28583333,126.8847222,어선,기관이상
양호,33.95,126.2833333,여객선,충돌
풍랑주의보,36,129.4,화물선,인명사상
황천5급,33.24055556,126.3305556,기타,운항저해
풍랑주의보,34.39055556,126.6480556,어선,침수
풍랑경보,34.38333333,126.1,예부선,운항저해
풍랑주의보,33.63333333,127.4166667,어선,침몰
양호,34.84361111,128.425,예부선,침몰
양호,34.31861111,126.7513889,어선,침수
양호,34.09472222,126.8266667,어선,기관이상
양호,34.00583333,125.7480556,어선,화재
황천4급,35.23333333,129.85,어선,부유물감김
풍랑주의보,34.06666667,125.9877778,예부선,침몰
양호,33.23611111,126.5666667,어선,충돌
황천5급,35.21916667,129.2291667,어선,침수
양호,34.36361111,126.1352778,어선,충돌
양호,35.05083333,128.6866667,어선,기관이상
양호,35.64583333,129.4455556,어선,침수
양호,36.53333333,126.2,어선,기관이상
양호,36.09055556,129.5541667,모터보트,기관이상
양호,34.5,127.8166667,어선,기관이상
양호,36.1,129.5,어선,인명사상
양호,34.80333333,126.3608333,어선,전복
양호,33.76666667,126.3166667,어선,부유물감김
양호,36.55,126.1833333,어선,기관이상
양호,34.35,126.7666667,어선,운항저해
저시정,35.83333333,126.4458333,어선,부유물감김
양호,36.06666667,129.4333333,어선,기관이상
양호,35.76666667,129.6169444,어선,기관이상
양호,36.03333333,129.3666667,어선,운항저해
양호,32.21666667,126.8666667,어선,기관이상
양호,34.55138889,125.8338889,예부선,부유물감김
양호,30.58333333,125.4666667,어선,기관이상
양호,35.43333333,126.2166667,예부선,기관이상
양호,37.38333333,126.0166667,어선,기관이상
양호,35.08194444,128.725,어선,운항저해
양호,35.91666667,126.2166667,어선,기관이상
양호,33.46666667,126.3333333,모터보트,기관이상
양호,36.08083333,126.4447222,어선,전복
양호,37.61666667,124.5333333,화물선,부유물감김
양호,36.03333333,129.3666667,어선,침수
양호,36.98194444,126.8211111,유조선,기관이상
양호,34.71777778,126.35,어선,기관이상
양호,34.23333333,127.3333333,어선,부유물감김
양호,35.08888889,129.0888889,모터보트,기관이상
양호,34.00277778,128.3138889,어선,기관이상
풍랑주의보,26.38333333,122.2,어선,인명사상
양호,36.3,126.4333333,어선,기관이상
양호,34.78333333,128.5166667,모터보트,기관이상
양호,37.29805556,126.5222222,모터보트,기관이상
양호,35.04138889,128.7022222,어선,부유물감김
양호,36.93527778,129.5358333,고무보트,기관이상
양호,37.96666667,129.4833333,어선,부유물감김
양호,34.66666667,128.4666667,모터보트,운항저해
양호,35.05583333,129.0722222,어선,기관이상
양호,37.36666667,125.1166667,유조선,기관이상
양호,33.47111111,126.9291667,어선,침수
황천5급,33.21666667,126.25,어선,화재
황천5급,36.01305556,126.6177778,기타,운항저해
양호,33.7,125,어선,기관이상
양호,34.28222222,126.895,어선,기관이상
양호,34.52527778,127.1261111,어선,충돌
양호,37.25416667,126.5027778,유도선,기관이상
양호,34.55,127.75,어선,기관이상
양호,35.03916667,128.7094444,어선,기관이상
양호,36.88944444,129.4841667,어선,인명사상
양호,35.56666667,125.3833333,어선,충돌
양호,35.11083333,128.6947222,모터보트,기관이상
양호,34.83472222,126.1963889,모터보트,운항저해
양호,34.68416667,127.7166667,어선,충돌
양호,35.46722222,129.3511111,어선,기관이상
양호,35.61666667,125.2333333,어선,기관이상
양호,36.15,129.55,어선,기관이상
양호,35.03722222,128.5102778,어선,기관이상
양호,34.05,126.8333333,유조선,충돌
황천5급,36.38472222,126.4786111,어선,기관이상
양호,37.43333333,126.0666667,화물선,기관이상
양호,34.26666667,127.1666667,어선,화재
양호,35.21583333,129.285,어선,화재
양호,37.41666667,124.3,화물선,기관이상
양호,33.28,126.7386111,모터보트,침몰
풍랑주의보,35.38333333,130.3,어선,부유물감김
양호,34.56555556,128.1027778,어선,충돌
양호,36.53333333,129.4833333,어선,침몰
양호,34.78333333,125.9166667,어선,부유물감김
황천5급,33.68333333,125.9333333,어선,부유물감김
양호,34.6,126.1,어선,기관이상
양호,35.50111111,129.3683333,유조선,인명사상
양호,34.79833333,127.8005556,화물선,기관이상
양호,37.31805556,126.5347222,기타,기관이상
양호,37.34694444,126.6386111,기타,기관이상
양호,34.24277778,126.5733333,여객선,충돌
양호,37.18333333,132.3166667,어선,기관이상
양호,34.79444444,126.3036111,예부선,기관이상
양호,34.1025,128.6194444,어선,부유물감김
양호,34.75,128.4666667,어선,침수
양호,36.06666667,131.3666667,어선,기관이상
양호,32.33333333,126.8166667,어선,기관이상
양호,33.58333333,126.8,모터보트,기관이상
양호,34.76472222,128.4666667,어선,기관이상
양호,34.53222222,127.1197222,어선,기관이상
양호,33.46666667,127.4166667,어선,기관이상
양호,33.93333333,126.3,어선,부유물감김
양호,34.17722222,126.8561111,어선,침수
양호,34.26388889,127.8722222,화물선,충돌
양호,35.08333333,128.6611111,기타,기관이상
양호,33.21277778,126.2080556,모터보트,기관이상
양호,35.17222222,129.2125,어선,부유물감김
양호,33.7,127.5333333,어선,기관이상
양호,34.7175,128.4544444,어선,기관이상
양호,33.71666667,125.5833333,어선,부유물감김
양호,34.9,126.1166667,예부선,기관이상
양호,34.84277778,128.4333333,어선,침수
양호,33.78333333,128.3333333,어선,기관이상
양호,34.41305556,127.4047222,어선,전복
양호,35.50916667,129.3972222,화물선,인명사상
양호,34.78972222,128.3861111,고무보트,기관이상
양호,31.75,126.7833333,어선,기관이상
양호,34.66666667,128.2666667,어선,기관이상
양호,34.88333333,128.3166667,고무보트,기관이상
양호,37.23472222,126.3333333,관공선,부유물감김
양호,37.45555556,129.3555556,예부선,기관이상
양호,36.65944444,126.2433333,어선,충돌
양호,34.85,126.0666667,예부선,침몰
양호,33.21722222,126.2475,어선,운항저해
양호,35.08583333,129.1513889,모터보트,기관이상
양호,34.80111111,128.3875,어선,충돌
양호,34.67361111,128.3811111,어선,기관이상
양호,34.6,127.7,어선,기관이상
양호,35.97194444,126.3166667,요트,부유물감김
양호,36.11666667,126.3,어선,기관이상
양호,34.33333333,126.75,어선,기관이상
양호,34.46916667,127.5205556,어선,조난
양호,35.76666667,129.75,어선,기관이상
양호,33.48333333,126.9833333,어선,기관이상
양호,34.91666667,128.9666667,모터보트,부유물감김
양호,36.63944444,126.0883333,모터보트,기관이상
양호,36.15,125.9833333,어선,부유물감김
양호,35.34111111,129.3288889,어선,충돌
양호,34.15,127.9833333,화물선,충돌
양호,37.22277778,126.4525,고무보트,운항저해
양호,35.15277778,128.6961111,모터보트,부유물감김
양호,34.71027778,128.6391667,어선,기관이상
양호,34.05,125.85,어선,충돌
양호,33.66666667,126.3333333,어선,기관이상
양호,37.2,132.3,어선,기관이상
풍랑주의보,33.2375,126.5672222,기타,충돌
황천4급,35.47361111,129.4377778,어선,운항저해
양호,35.11111111,129.0722222,어선,부유물감김
풍랑주의보,33.5,127.0333333,화물선,기관이상
양호,35,128.8833333,화물선,충돌
양호,37.16666667,132.3,어선,부유물감김
양호,34.76666667,128.3833333,기타,기관이상
양호,37.25,131.85,어선,부유물감김
양호,34.91666667,128.0833333,예부선,침수
양호,36.63222222,131.8597222,어선,부유물감김
양호,33.46666667,126.3166667,어선,인명사상
양호,34.73833333,127.7558333,어선,침수
양호,36.96666667,125.75,어선,부유물감김
양호,37.33111111,126.4466667,어선,기관이상
양호,34.08361111,125.1213889,예부선,화재
양호,34.81222222,126.2511111,고무보트,기관이상
양호,34.44861111,126.8177778,어선,화재
양호,34.99388889,128.4911111,어선,운항저해
양호,35.36666667,129.8666667,유조선,기관이상
양호,35.11805556,129.1333333,모터보트,운항저해
양호,34.31666667,126.75,어선,기관이상
양호,37.11222222,126.5647222,모터보트,기관이상
양호,34.29694444,126.6691667,여객선,부유물감김
양호,36.05694444,129.3905556,요트,운항저해
양호,37.16666667,126.6166667,요트,기관이상
양호,35.05611111,128.57,모터보트,운항저해
양호,37.67833333,126.6747222,모터보트,기관이상
양호,36.33333333,126.0666667,어선,기관이상
양호,36.70416667,129.5,어선,충돌
양호,34.54722222,128.4972222,어선,부유물감김
양호,34.43333333,126.9666667,어선,충돌
양호,35.44722222,129.8972222,어선,인명사상
양호,36.98805556,126.2969444,요트,기관이상
양호,37.41222222,126.3919444,모터보트,기관이상
양호,36.83722222,129.5191667,모터보트,침수
양호,34.16666667,128.7,어선,기관이상
양호,37.85972222,128.9011111,어선,기관이상
양호,34.30055556,126.515,어선,기관이상
양호,37.12166667,126.3808333,어선,기관이상
양호,36.4,126.45,어선,기관이상
양호,35.97916667,126.5925,어선,기관이상
양호,33.4,127.2,어선,부유물감김
양호,35.81666667,129.85,어선,기관이상
양호,35.03333333,129.0597222,화물선,충돌
양호,36.56666667,129.4166667,어선,침수
양호,37.18111111,126.6227778,어선,충돌
양호,37.21666667,125.3833333,어선,인명사상
양호,37.00194444,126.7233333,화물선,기관이상
양호,35.06944444,128.9958333,예부선,화재
양호,36.38333333,126.4666667,유도선,기관이상
양호,34.31638889,126.7686111,어선,침수
양호,33.22555556,126.3058333,어선,운항저해
양호,36.15,129.8333333,어선,기관이상
양호,36.71527778,129.4752778,어선,기관이상
양호,37.40416667,129.2175,어선,기관이상
양호,33.23388889,126.5669444,화물선,충돌
양호,34.73333333,127.775,기타,충돌
황천5급,35.63333333,129.4833333,어선,운항저해
양호,34.61666667,127.9333333,어선,침수
양호,35.97583333,126.5,어선,기관이상
양호,34.41194444,126.9377778,모터보트,기관이상
양호,34.98888889,128.7583333,어선,기관이상
양호,37.31666667,126.1666667,어선,기관이상
양호,37.02833333,126.5780556,모터보트,운항저해
양호,34.35055556,126.7597222,어선,충돌
양호,35.51666667,125.7666667,어선,인명사상
양호,36.38333333,126.3,어선,기관이상
양호,33.3,125.9333333,어선,기관이상
양호,35.09166667,128.6994444,유도선,기관이상
양호,36.96666667,126.2833333,예부선,부유물감김
양호,34.36583333,126.1325,어선,충돌
황천5급,35.93333333,130.65,어선,부유물감김
양호,33.53333333,126.5333333,어선,부유물감김
양호,37.80666667,128.9983333,고무보트,기관이상
양호,35.66166667,125.7083333,어선,인명사상
양호,35.03083333,128.8030556,어선,운항저해
양호,34.44861111,126.8197222,어선,침수
양호,34.97416667,128.6311111,어선,기관이상
양호,37.32333333,126.3427778,어선,기관이상
양호,34.89972222,128.5616667,어선,기관이상
양호,35.62333333,126.46,여객선,부유물감김
양호,36.07888889,129.4397222,어선,기관이상
양호,37.22666667,129.3516667,어선,기관이상
양호,34.84194444,128.4505556,어선,기관이상
양호,37.03555556,129.4180556,고무보트,운항저해
양호,34.83333333,128.4166667,어선,운항저해
양호,34.98916667,128.8,화물선,충돌
양호,35.41666667,129.4333333,유조선,부유물감김
양호,35.96916667,126.6025,어선,기관이상
풍랑주의보,37.4675,130.8877778,기타,충돌
양호,35.43333333,129.4,유조선,기관이상
양호,35.71666667,125.9583333,어선,인명사상
황천5급,35.05,129.0669444,화물선,충돌
양호,31.63333333,127.2,어선,기관이상
양호,36.08805556,129.4877778,어선,인명사상
양호,31.85,127.3333333,어선,기관이상
양호,35.04861111,128.6283333,어선,부유물감김
양호,36.93333333,125.6166667,어선,부유물감김
양호,36.00638889,126.69,어선,침수
저시정,36.44833333,126.5052778,어선,충돌
양호,35.16666667,129.8333333,어선,기관이상
양호,33.03333333,126.2333333,어선,기관이상
양호,34.87666667,128.3502778,어선,화재
저시정,35.45666667,126.4166667,어선,기관이상
황천5급,34.91666667,128.9833333,어선,기관이상
양호,35.86,126.4011111,어선,기관이상
저시정,37.08972222,126.5736111,모터보트,기관이상
양호,37.80222222,128.9405556,어선,기관이상
양호,34.56666667,128.6666667,어선,부유물감김
황천5급,35.02638889,128.9722222,모터보트,기관이상
양호,37.03333333,125.9,어선,기관이상
양호,35.91944444,126.2361111,어선,기관이상
양호,36.98166667,126.3402778,모터보트,운항저해
양호,34.36666667,126.1180556,어선,기관이상
양호,34.57083333,126.3094444,어선,기관이상
저시정,37.17722222,126.6527778,요트,운항저해
양호,34.9,128.1,모터보트,기관이상
양호,35.00083333,128.6127778,어선,기관이상
풍랑주의보,35.3975,129.3627778,예부선,인명사상
양호,37.3525,126.5125,어선,기관이상
양호,37.16666667,126.2333333,유도선,부유물감김
양호,34.57583333,127.6275,어선,부유물감김
양호,37.10638889,126.5455556,모터보트,기관이상
황천5급,35.04444444,128.9652778,모터보트,기관이상
양호,37.11916667,126.3516667,화물선,기관이상
풍랑주의보,33.21,126.9230556,모터보트,전복
풍랑주의보,35.45694444,129.3538889,모터보트,침수
양호,37.05,125.2,화물선,충돌
양호,34.78611111,126.4111111,예부선,침수
양호,35.14722222,129.1333333,어선,기관이상
양호,35.18333333,126.1333333,여객선,부유물감김
양호,37.4,126.3666667,모터보트,기관이상
양호,35.09472222,128.6905556,어선,충돌
양호,35.11305556,128.6763889,어선,기관이상
양호,38.23972222,128.6013889,어선,인명사상
양호,38.48194444,129.3252778,어선,기관이상
양호,34.83388889,128.4613889,어선,운항저해
양호,34.25,126.5333333,여객선,기관이상
양호,35.55,130.3833333,어선,기관이상
양호,34.7225,128.4288889,어선,기관이상
양호,34.81944444,128.1994444,어선,운항저해
양호,34.57861111,128.3844444,어선,부유물감김
양호,37.50444444,124.9172222,화물선,조난
황천4급,35.45,130.3833333,어선,기관이상
황천5급,37.01305556,129.4533333,어선,침수
양호,35.04138889,126.3266667,고무보트,기관이상
황천5급,36.96666667,133.5666667,어선,기관이상
황천4급,39.79916667,124.2336111,여객선,운항저해
양호,34.91805556,126.3175,어선,기관이상
양호,35.96722222,126.3680556,기타,부유물감김
황천5급,36.07111111,129.405,어선,화재
양호,34.34944444,126.8166667,어선,기관이상
양호,37.10944444,132.0608333,어선,부유물감김
저시정,35.10166667,128.4902778,어선,운항저해
양호,35.48333333,125.85,어선,인명사상
양호,35.98555556,129.5997222,어선,기관이상
양호,35.17777778,129.2111111,모터보트,부유물감김
양호,35.8,129.5166667,요트,기관이상
양호,34.44361111,126.8097222,어선,기관이상
양호,34.7,128.4333333,어선,인명사상
황천5급,35.41305556,129.4436111,기타,기관이상
양호,33.45611111,126.1441667,어선,기관이상
저시정,34.43333333,126.9333333,어선,조난
양호,35.10111111,129.2925,어선,침몰
저시정,35.10166667,128.49,어선,운항저해
양호,37.21666667,131.9194444,어선,부유물감김
저시정,34.87944444,126.3852778,어선,충돌
저시정,35.38972222,129.3688889,고무보트,조난
저시정,35.64166667,129.4633333,모터보트,조난
양호,36.07083333,129.4119444,어선,화재
저시정,34.63472222,128.2761111,여객선,충돌
저시정,35.73333333,125.7833333,어선,전복
양호,35.10694444,128.6916667,유도선,기관이상
저시정,34.23333333,126.8,어선,기관이상
양호,35.15,126.35,예부선,충돌
양호,36.34555556,126.4269444,예부선,충돌
저시정,33.53333333,126.9666667,어선,부유물감김
풍랑주의보,35.65,129.9666667,어선,기관이상
양호,35.95361111,126.3661111,어선,기관이상
풍랑주의보,33.19638889,126.2761111,어선,운항저해
양호,35.42388889,129.4313889,유조선,인명사상
양호,34.78444444,128.3841667,예부선,충돌
양호,36.00666667,126.69,어선,침수
양호,35.97805556,126.5586111,어선,기관이상
양호,36.72083333,125.7233333,어선,부유물감김
양호,35.06388889,128.6772222,어선,침수
양호,35.03611111,128.9694444,어선,인명사상
양호,34.86666667,128.9333333,요트,부유물감김
양호,36.41972222,126.44,모터보트,기관이상
양호,34.7,128.5666667,어선,기관이상
양호,37.18361111,126.5680556,관공선,부유물감김
양호,36.1125,129.4313889,고무보트,화재
양호,34.85,128.1333333,어선,기관이상
양호,34.9,128.25,어선,침수
양호,34.7025,125.4258333,어선,기관이상
양호,36.37638889,129.4016667,어선,운항저해
양호,34.85833333,128.4697222,어선,운항저해
양호,37.26666667,124.4333333,어선,기관이상
양호,36.51944444,126.4463889,모터보트,기관이상
양호,33.49527778,126.9886111,어선,기관이상
양호,33.44944444,126.2925,어선,부유물감김
양호,37.37722222,126.39,고무보트,기관이상
양호,36.13333333,126.4841667,모터보트,기관이상
양호,35.00888889,128.57,기타,운항저해
양호,34.83333333,128.2,어선,인명사상
양호,34.70083333,128.2455556,어선,기관이상
양호,34.55472222,127.6963889,어선,기관이상
양호,34.95111111,128.5055556,어선,운항저해
양호,36.93333333,130.2333333,어선,기관이상
양호,37.13444444,132.0258333,어선,부유물감김
양호,36.41777778,126.4433333,모터보트,기관이상
양호,36.03916667,129.5802778,모터보트,기관이상
양호,34.28333333,128.0166667,어선,기관이상
양호,36.8,126.1,어선,부유물감김
저시정,36.67777778,129.4561111,어선,충돌
양호,36.32777778,126.3375,모터보트,기관이상
양호,36.92944444,129.4325,고무보트,기관이상
양호,35.24527778,129.2533333,모터보트,운항저해
양호,36.31305556,126.3380556,어선,기관이상
양호,36.33055556,126.3719444,모터보트,기관이상
양호,36.31666667,126.4833333,어선,침수
양호,34.895,126.3930556,모터보트,기관이상
양호,36.03611111,126.5566667,여객선,운항저해
양호,36.06055556,129.3666667,요트,기관이상
양호,37.04638889,126.6811111,화물선,기관이상
양호,36.56666667,125.95,유조선,충돌
양호,34.46222222,126.9455556,어선,화재
양호,36.6,129.6083333,어선,기관이상
양호,37.21666667,125.1666667,어선,기관이상
양호,37.16666667,132.0141667,어선,부유물감김
양호,37.47888889,129.4344444,어선,기관이상
양호,34.425,126.7652778,어선,인명사상
양호,37.45638889,126.3663889,어선,부유물감김
양호,34.92111111,128.4544444,어선,기관이상
양호,36.23305556,129.3827778,모터보트,침수
양호,34.58333333,127.6166667,기타,부유물감김
양호,34.88333333,128.25,어선,기관이상
양호,36.05,129.75,어선,운항저해
양호,33.23111111,126.5797222,어선,기관이상
양호,37.06722222,126.3744444,어선,기관이상
양호,36.88333333,126.15,유조선,기관이상
양호,38.11833333,133.0036111,어선,부유물감김
양호,36.43416667,126.4933333,어선,기관이상
양호,36.86666667,126.15,어선,기관이상
양호,35.6,126.4333333,어선,기관이상
양호,34.80055556,126.3588889,어선,침수
양호,36.02472222,129.3780556,어선,화재
양호,36.76666667,129.5333333,어선,기관이상
양호,34.76666667,126.3666667,고무보트,기관이상
양호,34.81666667,128.4333333,관공선,침수
양호,36.08027778,129.5730556,고무보트,기관이상
양호,37.1575,126.5436111,어선,부유물감김
양호,34.61444444,127.7225,어선,침수
양호,34.83333333,128.4166667,어선,침수
양호,34.58333333,126.25,예부선,부유물감김
양호,36.0625,129.4494444,화물선,충돌
양호,33.4,126.2166667,어선,운항저해
양호,34.73333333,127.7833333,화물선,충돌
황천5급,33.2325,126.5663889,화물선,충돌
양호,35.94333333,126.5294444,모터보트,운항저해
양호,35.18416667,126.3547222,예부선,침몰
